stock_id,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,name,category,A+B+C+D+E,外資+投信
6126,9,7,6,9,7,5,7,9,8,5,4,6,4,8,8,5,5,4,4,4,8,6,信音,"['連接器', '連接器:連接器設計、組裝及製造']",24,14
3339,10,4,5,3,8,2,4,3,2,10,7,9,10,9,9,10,9,9,5,6,1,6,泰谷,"['LED照明產業', 'LED照明產業:光源_磊晶']",44,7
4580,10,10,8,9,1,9,9,9,9,10,2,10,9,10,10,10,10,10,7,8,10,6,捷流閥業,"['電機機械', '電機機械:傳動元件', '電機機械:鋼鑄鐵元件']",32,16
6414,9,10,10,10,7,7,9,10,10,5,6,2,2,4,4,6,9,5,8,10,1,8,樺漢,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",26,9
6804,9,10,9,9,1,2,9,9,9,1,1,1,1,8,8,1,8,2,10,8,6,6,明係,"['休閒娛樂', '休閒娛樂:休閒車業']",6,12
8442,10,10,9,10,2,2,9,10,9,9,8,9,7,10,10,8,9,9,9,9,3,10,無資料,無資料,34,13
6134,8,3,6,7,9,6,6,7,3,9,4,3,2,4,4,2,4,8,5,1,9,6,萬旭,"['電腦及週邊設備', '電腦及週邊設備:連接線']",25,15
6593,10,10,10,8,3,2,8,8,9,7,8,6,3,6,6,3,7,4,7,10,10,6,台灣銘板,"['軟體服務', '軟體服務:資料處理服務']",21,16
5321,9,9,9,10,6,4,9,10,9,10,5,3,2,3,3,2,2,3,9,8,9,6,美而快,"['印刷電路板', '印刷電路板:硬板、軟板、IC載板製造', '電子商務', '電子商務:自有產品(服務)銷售']",18,15
3268,8,10,6,7,4,6,5,7,6,4,8,4,7,9,9,8,8,3,4,3,10,6,海德威,"['半導體', '半導體:消費性IC']",30,16
6288,9,10,7,10,9,3,9,10,10,5,9,7,10,8,8,10,8,10,7,10,9,5,聯嘉,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用']",48,14
3122,10,10,6,5,8,4,6,4,5,4,5,2,5,2,2,7,2,6,4,8,1,6,笙泉,"['半導體', '半導體:LED驅動IC', '半導體:微控制器IC', '半導體:消費性IC']",31,7
8411,5,10,10,10,7,8,8,9,10,4,10,3,9,4,4,7,4,6,4,3,9,6,福貞-KY,"['其他', '其他:其他', '鋼鐵', '鋼鐵:金屬製品']",39,15
6015,9,4,5,9,5,5,9,9,9,8,9,9,10,9,9,9,9,10,6,6,6,6,宏遠證,"['金融', '金融:證券業']",43,12
6585,10,10,8,10,10,2,9,10,10,10,10,10,10,10,10,10,10,10,9,8,1,5,鼎基,"['其他', '其他:其他', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",50,6
3092,6,10,9,7,3,7,7,6,6,2,6,2,7,2,2,7,3,4,2,7,8,6,鴻碩,"['電腦及週邊設備', '電腦及週邊設備:連接線']",27,14
5213,10,10,10,4,6,4,6,5,10,5,9,6,8,5,5,7,5,5,4,10,10,6,亞昕,"['建材營造', '建材營造:建設業']",35,16
8433,9,10,9,10,8,10,8,10,10,9,6,5,3,10,10,9,9,9,8,7,10,6,弘帆,"['貿易百貨', '貿易百貨:貿易商、代理商、經銷商']",35,16
4164,8,10,10,10,3,3,8,10,10,2,2,2,1,2,2,2,2,2,7,9,8,5,承業醫,"['其他', '其他:其他', '醫療器材', '醫療器材:醫療器材代理', '醫療器材:醫療器材代理銷售及通路', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路']",10,13
1727,9,10,6,6,9,2,6,7,4,2,3,2,1,2,2,2,2,3,1,4,1,6,中華化,"['半導體', '半導體:化學品', '石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:工業用合成樹脂', '石化及塑橡膠:界面活性劑', '紡織', '紡織:化學助劑']",18,7
8467,10,9,9,10,9,9,9,10,10,10,9,9,9,9,9,9,9,9,3,8,10,10,無資料,無資料,45,20
1589,4,8,10,6,3,3,7,7,7,1,1,1,1,1,1,1,1,1,2,10,8,6,永冠-KY,"['能源元件', '能源元件:原材料', '電機機械', '電機機械:鋼鑄鐵元件', '風力發電', '風力發電:其他配件', '風力發電:風場開發', '風力發電:齒輪箱']",7,14
6823,9,10,10,9,10,1,9,9,9,7,1,1,1,1,1,1,1,1,5,8,10,6,濾能,"['半導體', '半導體:生產製程及檢測設備']",14,16
6189,10,10,10,9,9,2,9,10,10,4,10,9,10,10,10,10,10,10,1,9,1,1,豐藝,"['半導體', '半導體:IC通路', '平面顯示器', '平面顯示器:面板', '平面顯示器:顯示器模組', '電腦及週邊設備', '電腦及週邊設備:晶片組', '電腦及週邊設備:面板', '電腦及週邊設備:顯示器模組']",49,2
3484,9,10,6,9,8,3,7,9,7,9,10,5,10,8,8,9,7,1,1,6,9,6,崧騰,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",38,15
3483,10,10,6,10,6,5,9,10,10,6,5,5,4,9,9,9,8,9,6,10,1,6,力致,"['LED照明產業', 'LED照明產業:燈具_應用', '電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",33,7
2436,9,4,5,9,5,6,7,9,9,9,9,2,7,8,8,10,8,9,4,8,2,5,偉詮電,"['元宇宙', '元宇宙:高速傳輸', '半導體', '半導體:微控制器IC', '半導體:消費性IC', '半導體:電源管理IC', '汽車', '汽車:ADAS']",40,7
6547,8,10,5,10,5,2,9,10,9,9,10,4,9,4,4,9,5,2,5,8,9,6,高端疫苗,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥']",35,15
1909,5,10,6,8,6,3,8,9,8,2,9,3,9,4,4,8,4,4,1,6,6,5,榮成,"['造紙', '造紙:紙漿、紙類原料']",36,11
4171,7,10,9,6,2,1,7,7,8,3,5,2,3,3,3,7,3,4,5,6,9,6,瑞基,"['其他', '其他:農業科技業', '醫療器材', '醫療器材:生物檢測']",21,15
8938,9,10,6,7,6,5,7,8,9,7,3,7,2,9,9,5,9,8,1,7,9,6,明安,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",24,15
6641,7,9,6,8,10,2,9,9,9,6,9,6,10,6,6,10,6,1,7,9,2,6,無資料,無資料,40,8
4968,9,10,6,9,9,2,8,9,9,6,9,4,9,5,5,9,5,2,3,7,1,9,立積,"['半導體', '半導體:網路通訊IC']",38,10
4744,7,10,9,9,2,7,8,9,10,8,10,2,9,2,2,9,2,2,6,10,5,6,皇將,"['醫療器材', '醫療器材:其他']",32,11
8255,9,10,6,10,7,2,10,10,10,2,10,2,5,4,4,9,9,9,3,10,10,8,朋程,"['半導體', '半導體:砷化鎵', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:車用機械傳動設備及零配件']",40,18
2034,6,10,8,3,6,3,4,3,3,9,9,9,9,2,2,3,2,2,2,6,4,6,允強,"['鋼鐵', '鋼鐵:不鏽鋼型鋼', '鋼鐵:冷熱軋不鏽鋼板捲', '鋼鐵:裁剪加工', '鋼鐵:製管']",29,10
5457,8,10,7,9,6,6,9,10,9,4,6,5,7,5,5,9,5,2,7,10,7,6,宣德,"['連接器', '連接器:連接器設計、組裝及製造']",30,13
1617,10,10,4,6,9,8,5,6,3,5,6,2,2,6,6,4,5,5,4,6,10,6,榮星,"['其他', '其他:其他', '通信網路', '通信網路:線材', '連接器', '連接器:金屬材料', '電機機械', '電機機械:金屬加工處理']",26,16
4123,6,10,7,8,6,2,8,8,8,7,5,9,9,2,2,3,2,4,6,8,2,6,晟德,"['製藥', '製藥:中、西藥製劑']",27,8
5230,7,6,6,10,9,7,8,10,10,2,10,3,10,3,3,9,4,1,3,9,1,6,雷笛克光學,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用', '汽車', '汽車:車燈']",39,7
4720,10,10,4,9,4,5,8,9,9,10,10,10,10,10,10,10,10,1,5,7,1,5,德淵,"['石化及塑橡膠', '石化及塑橡膠:接著劑(合成樹脂)', '醫療器材', '醫療器材:醫療器材代理', '電機機械', '電機機械:手工具機', '電機機械:輸送機械及零配件']",35,6
3290,10,10,6,7,7,7,7,6,7,10,7,9,7,9,9,9,8,9,7,2,10,6,東浦,"['汽車', '汽車:其他', '通信網路', '通信網路:塑膠_金屬機殼', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",39,16
4967,10,8,9,10,9,8,10,10,10,10,10,10,10,10,10,10,10,1,7,10,3,6,十銓,"['電腦及週邊設備', '電腦及週邊設備:記憶體', '電腦及週邊設備:隨身碟、記憶卡讀卡機']",40,9
2236,10,10,9,8,3,2,8,8,8,7,3,1,1,4,4,2,5,3,5,8,10,5,無資料,無資料,12,15
2756,9,10,7,9,2,9,9,9,9,10,2,7,2,8,8,2,7,3,9,8,10,6,聯發國際,"['食品', '食品:餐飲連鎖']",11,16
3138,8,10,6,10,8,9,9,9,10,7,1,7,2,7,7,2,7,2,9,8,9,5,耀登,"['太空衛星科技', '太空衛星科技:低軌衛星', '通信網路', '通信網路:其他零組件']",15,14
2887,10,10,6,10,8,8,9,10,10,3,7,7,8,3,3,5,7,5,2,6,8,9,台新金,"['金融', '金融:金控業_銀行業_保險業']",33,17
2462,9,10,6,6,9,4,6,6,4,5,2,3,3,9,9,7,7,8,6,8,9,6,良得電,"['連接器', '連接器:連接器設計、組裝及製造']",29,15
6279,10,10,6,10,8,4,9,10,10,4,8,4,7,5,5,8,9,8,2,9,9,6,胡連,"['連接器', '連接器:連接器設計、組裝及製造']",39,15
3713,9,8,9,8,1,1,9,8,9,7,9,2,9,2,2,9,2,3,6,8,10,6,新晶投控,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池模組']",31,16
1599,5,8,10,6,8,8,6,5,6,3,9,2,7,2,2,7,2,5,2,9,3,5,宏佳騰,"['休閒娛樂', '休閒娛樂:休閒車業', '電動車輛產業', '電動車輛產業:電動汽車、電動機車、電動自行車']",36,8
4538,9,10,9,5,2,2,6,5,5,9,2,7,2,8,8,2,6,2,8,4,6,6,大詠城,"['電機機械', '電機機械:鋼鑄鐵元件']",10,12
5905,8,9,10,5,5,8,5,4,4,5,2,2,4,2,2,3,3,8,3,10,10,6,南仁湖,"['休閒娛樂', '休閒娛樂:旅館服務業', '貿易百貨', '貿易百貨:零售通路']",22,16
3272,6,10,9,6,7,9,7,5,5,4,9,2,8,2,2,8,2,5,3,5,1,5,東碩,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:多功能視訊卡', '電腦及週邊設備:輸出入模組_介面卡', '電腦及週邊設備:連接線', '電腦及週邊設備:隨身碟、記憶卡讀卡機']",37,6
1560,10,10,6,10,7,2,8,10,10,8,8,6,7,9,9,8,9,8,1,10,9,8,中砂,"['電機機械', '電機機械:五金元件及零配件']",38,17
8299,10,10,9,10,9,5,9,9,10,10,9,2,8,9,9,10,10,10,2,10,8,3,群聯,"['半導體', '半導體:IC模組', '半導體:IC通路', '半導體:IP設計_IC設計代工服務', '半導體:記憶體控制IC', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:記憶體', '電腦及週邊設備:隨身碟、記憶卡讀卡機']",46,11
1786,10,10,4,10,6,6,10,10,10,10,9,7,6,7,7,7,10,8,7,9,8,6,科妍,"['製藥', '製藥:中、西藥製劑', '製藥:原材料', '醫療器材', '醫療器材:醫療耗材']",36,14
6274,10,10,6,10,10,6,8,10,9,8,10,9,10,9,9,10,8,1,2,8,10,7,台燿,"['印刷電路板', '印刷電路板:銅箔基板']",41,17
3617,10,10,6,10,6,2,9,10,10,10,6,10,6,10,10,9,9,9,2,9,1,9,碩天,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",36,10
4148,8,7,8,8,2,2,8,7,8,7,3,5,3,7,7,3,6,4,6,7,6,5,無資料,無資料,15,11
2497,8,9,10,10,8,6,9,10,10,5,7,5,5,7,7,7,7,8,7,9,6,6,怡利電,"['其他', '其他:其他電子產品及電子服務產業', '汽車', '汽車:ADAS', '汽車:其他']",35,12
2104,1,8,5,5,7,2,7,6,7,2,2,2,2,2,2,1,2,1,1,9,4,6,國際中橡,"['石化及塑橡膠', '石化及塑橡膠:橡塑膠添加劑']",13,10
5009,9,10,6,9,3,3,7,10,10,8,5,9,4,9,9,5,9,4,9,9,9,6,榮剛,"['航太週邊', '航太週邊:航空零組件', '鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:不鏽鋼胚', '鋼鐵:鋼胚']",21,15
3042,10,10,8,9,7,4,7,9,9,8,8,8,8,9,9,9,8,9,2,8,3,8,晶技,"['被動元件', '被動元件:濾波器、振盪器']",41,11
1316,8,10,10,9,10,9,8,9,7,9,8,3,4,8,8,8,4,9,4,10,10,5,上曜,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",39,15
8070,3,7,9,8,7,6,7,8,8,8,5,8,4,8,8,6,2,8,6,8,9,6,長華*,"['LED照明產業', 'LED照明產業:燈具_應用', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:基板', '半導體:導線架', '半導體:生產製程及檢測設備', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '平面顯示器', '平面顯示器:擴散膜、增亮膜、導光板', '平面顯示器:背光源(發光二極體、冷陰極管)', '平面顯示器:驅動IC', '觸控面板', '觸控面板:膠材']",30,15
6546,10,9,7,8,2,2,8,8,8,8,2,7,2,9,9,9,8,9,9,8,9,5,正基,"['通信網路', '通信網路:其他零組件']",24,14
5263,7,10,7,8,8,8,8,8,8,2,4,3,5,5,5,8,5,3,5,9,10,6,智崴,"['休閒娛樂', '休閒娛樂:娛樂服務業', '文化創意業', '文化創意業:數位內容產業', '軟體服務', '軟體服務:應用_系統軟體設計開發', '體驗科技', '體驗科技:IT服務', '體驗科技:其他', '體驗科技:地圖', '體驗科技:垂直應用方案', '體驗科技:培訓', '體驗科技:安防', '體驗科技:工作流程引導', '體驗科技:應用軟體_內容', '體驗科技:會議', '體驗科技:物流', '體驗科技:系統整合', '體驗科技:製造', '體驗科技:資服', '體驗科技:遊戲', '體驗科技:醫療', '體驗科技:重工業']",28,16
6509,9,7,9,9,7,4,8,10,9,10,3,10,4,10,10,5,10,6,6,9,10,6,聚和,"['石化及塑橡膠', '石化及塑橡膠:顏染料', '能源元件', '能源元件:原材料', '能源元件:電池模組', '能源元件:電池芯']",25,16
6486,10,10,7,10,9,9,8,9,10,6,7,9,9,9,9,9,7,9,6,9,2,6,互動,"['軟體服務', '軟體服務:系統整合服務', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",43,8
8462,7,9,10,10,7,2,9,10,10,5,9,5,10,5,5,9,5,1,6,8,8,6,柏文,"['休閒娛樂', '休閒娛樂:娛樂服務業']",36,14
6613,10,10,10,9,2,2,9,10,10,7,9,6,9,8,8,9,7,9,7,10,1,5,朋億,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",38,6
4916,7,10,5,8,2,3,8,8,8,4,7,6,4,3,3,3,3,4,4,7,1,5,事欣科,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:工業電腦', '電腦及週邊設備:機殼']",20,6
6150,8,6,10,7,7,5,6,6,8,4,4,4,1,5,5,1,4,10,3,9,8,6,撼訊,"['區塊鏈', '區塊鏈:元件裝置', '電腦及週邊設備', '電腦及週邊設備:顯示卡']",23,14
3128,9,6,10,7,8,6,6,7,6,8,3,6,3,6,6,3,8,5,5,5,9,5,昇銳,"['人工智慧', '人工智慧:系統整合', '平面顯示器', '平面顯示器:監視器_顯示器', '汽車', '汽車:其他', '電腦及週邊設備', '電腦及週邊設備:安全監控系統', '電腦及週邊設備:磁碟儲存系統']",22,14
2610,10,10,10,10,4,9,7,10,10,9,8,9,7,9,9,7,9,9,8,9,10,9,華航,"['交通運輸及航運', '交通運輸及航運:海陸空大眾運輸']",35,19
3663,10,10,9,10,10,7,7,10,8,7,4,4,3,6,6,6,6,7,4,10,10,6,鑫科,"['太陽能產業', '太陽能產業:材料', '平面顯示器', '平面顯示器:化學品(如光阻劑、靶材等)', '被動元件', '被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨)', '觸控面板', '觸控面板:ITO導電薄膜']",30,16
6670,10,10,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,7,8,10,9,復盛應用,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",43,19
3305,10,9,9,10,8,5,8,10,9,7,5,7,7,9,9,8,8,9,1,2,9,6,昇貿,"['半導體', '半導體:化學品', '太空衛星科技', '太空衛星科技:低軌衛星', '太陽能產業', '太陽能產業:太陽能電池', '太陽能產業:太陽能電池模組']",37,15
6578,10,10,5,6,2,1,8,7,7,8,10,4,9,10,10,10,8,2,7,6,1,6,達邦蛋白,"['食品', '食品:原物料']",33,7
3141,9,7,8,9,2,9,8,9,9,3,2,2,1,5,5,4,7,8,4,9,3,5,晶宏,"['半導體', '半導體:平面顯示器驅動IC']",17,8
6654,8,9,6,7,2,2,8,7,7,6,4,1,4,2,2,8,2,4,4,8,9,5,天正國際,"['其他', '其他:其他電子產品及電子服務產業']",22,14
6869,10,10,9,10,1,10,10,10,10,8,1,2,1,1,1,1,1,1,10,9,10,6,雲豹能源-創,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '智慧電網', '智慧電網:系統整合服務', '智慧電網:能源管理服務', '智慧電網:電力零售業', '風力發電', '風力發電:發電營運', '風力發電:風場開發']",5,16
6664,10,10,10,9,9,3,9,10,10,10,7,10,8,10,10,10,10,10,6,9,1,5,群翊,"['半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備', '觸控面板', '觸控面板:工業用設備']",44,6
6243,8,2,6,5,3,6,5,5,5,9,2,8,2,9,9,7,9,8,8,8,8,5,迅杰,"['半導體', '半導體:輸出入介面IC']",22,13
1532,9,4,10,9,3,3,9,10,10,8,10,9,10,8,8,10,9,1,4,9,2,6,勤美,"['休閒娛樂', '休閒娛樂:娛樂服務業', '休閒娛樂:旅館服務業', '建材營造', '建材營造:建材原料', '建材營造:建設業', '貿易百貨', '貿易百貨:零售通路', '電機機械', '電機機械:鋼鑄鐵元件']",34,8
6209,6,10,6,2,2,3,5,4,4,6,4,3,4,6,6,8,6,6,6,1,9,6,今國光,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",24,15
8112,10,10,4,10,10,6,9,10,10,8,10,9,8,5,5,9,6,9,3,10,1,10,至上,"['半導體', '半導體:IC通路']",46,11
3033,10,10,10,10,9,9,9,10,10,4,4,8,7,3,3,6,4,6,2,10,10,2,威健,"['半導體', '半導體:IC通路']",32,12
2732,8,10,10,9,2,9,8,8,8,6,5,3,2,5,5,3,5,3,8,9,9,6,六角,"['食品', '食品:餐飲連鎖']",15,15
3047,10,10,8,10,10,8,7,10,6,1,1,1,2,1,1,3,2,1,2,9,1,5,訊舟,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",17,6
6104,9,9,6,10,7,6,8,9,9,3,8,3,8,3,3,9,3,2,5,8,10,6,創惟,"['元宇宙', '元宇宙:高速傳輸', '半導體', '半導體:輸出入介面IC']",34,16
6282,9,10,5,10,10,10,8,10,10,10,10,2,2,2,2,1,2,2,2,10,8,6,康舒,"['平面顯示器', '平面顯示器:其他零組件', '智慧電網', '智慧電網:配電管理設施', '智慧電網:高_低壓輸電設施', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:電源供應器']",25,14
6840,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,10,9,1,9,6,10,6,東研信超,"['其他', '其他:其他電子產品及電子服務產業']",41,16
5306,7,10,8,9,6,6,8,9,7,3,2,2,2,2,2,2,3,2,7,7,4,6,桂盟,"['休閒娛樂', '休閒娛樂:休閒車業', '其他', '其他:其他', '鋼鐵', '鋼鐵:金屬製品', '電機機械', '電機機械:車用機械傳動設備及零配件']",14,10
6873,10,10,10,10,10,10,10,10,10,9,9,8,2,8,8,1,8,1,9,10,1,6,泓德能源-創,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '智慧電網', '智慧電網:系統整合服務', '智慧電網:能源管理服務', '智慧電網:電力零售業', '風力發電', '風力發電:發電營運', '風力發電:風場開發']",23,7
8092,10,10,10,2,1,1,4,4,6,10,3,3,2,4,4,2,5,2,6,3,10,6,建暐,"['半導體', '半導體:生產製程及檢測設備', '電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)', '電機機械:金屬加工用機械']",10,16
2338,9,7,8,10,7,3,9,10,10,4,3,3,3,10,10,9,10,9,3,10,3,9,光罩,"['半導體', '半導體:光罩']",31,12
3526,10,4,10,10,6,3,8,10,10,10,9,9,8,10,10,8,9,9,4,8,8,1,凡甲,"['連接器', '連接器:連接器設計、組裝及製造']",40,9
6290,10,10,10,9,5,8,6,9,9,10,10,8,10,10,10,9,9,9,2,7,10,2,良維,"['連接器', '連接器:連接器設計、組裝及製造']",43,12
4438,7,8,7,9,3,9,8,9,9,5,2,2,1,2,2,1,2,9,8,8,8,6,廣越,"['紡織', '紡織:成衣及其它家居紡織類品', '醫療器材', '醫療器材:衛生用品']",16,14
4540,7,8,5,8,2,8,8,7,7,1,1,1,1,1,1,1,1,1,4,8,9,6,全球傳動,"['電機機械', '電機機械:傳動元件']",6,15
5871,8,10,5,10,5,2,9,10,10,7,3,5,2,5,5,1,8,1,8,4,5,9,中租-KY,"['太陽能產業', '太陽能產業:太陽能電廠', '金融', '金融:租賃業']",12,14
6175,9,9,9,10,6,5,8,10,9,8,5,7,5,9,9,7,8,7,6,8,10,6,立敦,"['被動元件', '被動元件:電容器材料(如電蝕／化成鋁箔、介面瓷粉)']",30,16
2528,10,10,10,5,3,7,3,4,2,6,3,2,5,2,2,5,3,5,7,10,10,6,皇普,"['建材營造', '建材營造:建設業']",21,16
2427,10,10,8,9,6,7,9,8,10,3,3,8,4,9,9,6,10,6,7,10,1,6,三商電,"['觸控面板', '觸控面板:自動售票機', '觸控面板:金融提款機(ATM)', '軟體服務', '軟體服務:應用_系統軟體設計開發', '軟體服務:系統整合服務', '軟體服務:資料處理服務', '軟體服務:通路經銷']",25,7
2906,10,6,10,10,9,8,7,10,10,9,8,8,7,7,7,6,5,9,3,10,3,6,高林,"['貿易百貨', '貿易百貨:貿易商、代理商、經銷商']",39,9
3312,10,9,5,8,6,3,8,9,8,8,6,6,4,9,9,7,8,8,3,7,10,6,弘憶股,"['半導體', '半導體:IC通路']",31,16
2368,10,2,6,10,9,3,9,10,10,9,8,9,8,9,9,8,10,10,8,9,5,8,金像電,"['印刷電路板', '印刷電路板:硬板、軟板、IC載板製造']",43,13
3548,10,10,6,10,6,6,9,10,10,2,10,6,10,7,7,10,8,10,3,9,9,6,兆利,"['電腦及週邊設備', '電腦及週邊設備:機構樞紐']",46,15
3209,9,10,7,8,7,2,8,8,9,8,5,10,4,6,6,4,4,4,2,9,10,6,全科,"['半導體', '半導體:IC通路']",24,16
9906,10,10,8,10,5,8,9,9,9,7,3,4,2,4,4,2,1,3,8,8,10,6,欣巴巴,"['建材營造', '建材營造:建設業']",15,16
2486,10,9,6,8,6,5,7,8,8,7,6,2,1,5,5,2,5,3,5,8,1,5,一詮,"['半導體', '半導體:導線架', '平面顯示器', '平面顯示器:背光源(發光二極體、冷陰極管)']",18,6
2641,9,10,8,10,9,3,9,10,10,9,8,9,8,9,9,7,8,8,8,10,1,6,正德,"['交通運輸及航運', '交通運輸及航運:散裝航運']",40,7
8349,7,10,6,10,5,6,8,10,10,6,9,8,10,7,7,10,6,10,4,9,9,6,恒耀國際,"['鋼鐵', '鋼鐵:螺絲螺帽', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件']",44,15
5225,10,10,6,9,9,8,8,9,10,8,8,8,7,9,9,9,9,9,7,9,10,10,東科-KY,"['其他', '其他:其他電子產品及電子服務產業']",42,20
2230,10,10,6,10,10,4,10,10,10,10,10,10,9,10,10,9,10,9,5,8,1,6,泰茂,"['電機機械', '電機機械:車用機械傳動設備及零配件']",47,7
2727,7,10,8,10,6,3,8,10,10,6,7,7,4,8,8,4,9,5,10,5,6,9,王品,"['食品', '食品:餐飲連鎖']",26,15
3310,10,6,7,8,3,3,8,8,9,8,3,4,3,8,8,5,8,6,7,10,2,6,佳穎,"['半導體', '半導體:導線架', '建材營造', '建材營造:建設業', '汽車', '汽車:其他', '連接器', '連接器:金屬材料', '醫療器材', '醫療器材:金屬零件', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:金屬、塑膠模具']",20,8
5288,10,10,8,9,9,3,9,10,9,9,3,9,3,9,9,6,9,6,6,8,3,9,豐祥-KY,"['醫療器材', '醫療器材:金屬零件', '電機機械', '電機機械:金屬加工處理']",27,12
3006,9,10,9,9,7,4,8,9,9,2,6,2,5,2,2,7,2,2,1,8,4,5,晶豪科,"['半導體', '半導體:記憶體IC']",27,9
6275,10,10,6,9,3,2,8,9,9,3,7,6,6,8,8,8,8,8,9,8,9,6,元山,"['通信網路', '通信網路:其他零組件', '醫療器材', '醫療器材:塑化材料', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:冷凍空調設備及零件', '電機機械:機電系統工程', '電機機械:車用機械傳動設備及零配件', '電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",32,15
6753,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,9,1,5,龍德造船,"['其他', '其他:其他']",50,6
2063,9,10,8,9,6,9,8,8,9,5,2,6,2,7,7,3,7,4,9,8,10,6,世鎧,"['鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:螺絲螺帽']",17,16
8420,9,10,6,5,1,2,5,5,5,1,1,1,2,2,2,2,2,3,3,8,9,6,明揚,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",9,15
4566,10,10,10,10,9,2,8,10,9,9,3,8,3,10,10,9,10,9,6,8,10,5,時碩工業,"['航太週邊', '航太週邊:航空零組件', '電機機械', '電機機械:車用機械傳動設備及零配件']",33,15
4971,6,10,7,5,2,3,7,6,8,1,3,1,1,2,2,1,2,1,2,9,7,6,IET-KY,"['半導體', '半導體:其他IC_二極體製造', '半導體:砷化鎵']",8,13
4564,8,10,9,7,2,9,7,7,6,1,1,1,4,1,1,3,2,9,4,8,10,6,元翎,"['電機機械', '電機機械:金屬加工處理']",19,16
2208,4,10,7,4,1,8,5,4,4,5,8,4,8,5,5,8,6,4,3,9,2,5,台船,"['其他', '其他:其他', '風力發電', '風力發電:風場營造']",29,7
