,date,融資維持率
3988,2023-03-15,168.2
3989,2023-03-16,165.84
3990,2023-03-17,168.64
3991,2023-03-20,169.63
3992,2023-03-21,170.26
3993,2023-03-22,172.01
3994,2023-03-23,172.52
3995,2023-03-24,172.87
3996,2023-03-27,172.35
3997,2023-03-28,169.45
3998,2023-03-29,169.64
3999,2023-03-30,170.81
4000,2023-03-31,171.46
4001,2023-04-06,171.46
4002,2023-04-07,172.12
4003,2023-04-10,173.17
4004,2023-04-11,173.64
4005,2023-04-12,174.54
4006,2023-04-13,172.84
4007,2023-04-14,173.75
4008,2023-04-17,175.06
4009,2023-04-18,173.42
4010,2023-04-19,172.96
4011,2023-04-20,169.84
4012,2023-04-21,166.24
4013,2023-04-24,167.67
4014,2023-04-25,163.38
4015,2023-04-26,164.05
4016,2023-04-27,164.95
4017,2023-04-28,167.53
4018,2023-05-02,169.6
4019,2023-05-03,167.98
4020,2023-05-04,168.71
4021,2023-05-05,168.92
4022,2023-05-08,169.21
4023,2023-05-09,167.03
4024,2023-05-10,167.46
4025,2023-05-11,163.87
4026,2023-05-12,165.83
4027,2023-05-15,164.33
4028,2023-05-16,166.25
4029,2023-05-17,168.38
4030,2023-05-18,169.71
4031,2023-05-19,169.88
4032,2023-05-22,171.05
4033,2023-05-23,171.81
4034,2023-05-24,171.51
4035,2023-05-25,171.33
4036,2023-05-26,170.81
4037,2023-05-29,173.67
4038,2023-05-30,172.6
4039,2023-05-31,173.25
4040,2023-06-01,174.04
4041,2023-06-02,174.7
4042,2023-06-05,175.63
4043,2023-06-06,174.47
4044,2023-06-07,175.71
4045,2023-06-08,173.32
4046,2023-06-09,175.18
4047,2023-06-12,174.35
4048,2023-06-13,176.29
4049,2023-06-14,176.77
4050,2023-06-15,178.18
4051,2023-06-16,177.84
4052,2023-06-19,177.61
4053,2023-06-20,176.85
4054,2023-06-21,177.36
4055,2023-06-26,175.8
4056,2023-06-27,172.96
4057,2023-06-28,173.84
4058,2023-06-29,175.66
4059,2023-06-30,176.43
4060,2023-07-03,179.09
4061,2023-07-04,179.78
4062,2023-07-05,178.53
4063,2023-07-06,177.25
4064,2023-07-07,175.57
4065,2023-07-10,175.03
4066,2023-07-11,176.62
4067,2023-07-12,177.16
4068,2023-07-13,177.27
4069,2023-07-14,180.24
4070,2023-07-17,180.55
4071,2023-07-18,177.98
4072,2023-07-19,176.88
4073,2023-07-20,178.85
4074,2023-07-21,180.25
4075,2023-07-24,180.19
4076,2023-07-25,180.72
4077,2023-07-26,178.66
4078,2023-07-27,179.71
4079,2023-07-28,181.22
4080,2023-07-31,176.79
4081,2023-08-01,174.93
4082,2023-08-02,170.1
4083,2023-08-04,171.13
4084,2023-08-07,174.78
4085,2023-08-08,173.51
4086,2023-08-09,171.74
4087,2023-08-10,165.74
4088,2023-08-11,166.33
4089,2023-08-14,163.72
4090,2023-08-15,166.93
4091,2023-08-16,169.08
4092,2023-08-17,170.96
4093,2023-08-18,167.35
4094,2023-08-21,168.06
4095,2023-08-22,168.23
4096,2023-08-23,169.16
4097,2023-08-24,169.28
4098,2023-08-25,166.8
4099,2023-08-28,166.26
4100,2023-08-29,168.49
4101,2023-08-30,170.19
4102,2023-08-31,171.12
4103,2023-09-01,170.14
4104,2023-09-04,171.23
4105,2023-09-05,172.52
4106,2023-09-06,172.29
4107,2023-09-07,171.04
4108,2023-09-08,169.53
4109,2023-09-11,166.42
4110,2023-09-12,166.66
4111,2023-09-13,167.88
4112,2023-09-14,170.65
4113,2023-09-15,170.82
4114,2023-09-18,169.4
4115,2023-09-19,167.58
4116,2023-09-20,165.83
4117,2023-09-21,163.96
4118,2023-09-22,166.37
4119,2023-09-25,168.12
4120,2023-09-26,166.22
4121,2023-09-27,166.99
4122,2023-09-28,167.66
4123,2023-10-02,170.58
4124,2023-10-03,168.55
4125,2023-10-04,167.76
4126,2023-10-05,169.53
4127,2023-10-06,169.56
4128,2023-10-11,166.96
4129,2023-10-12,169.96
4130,2023-10-13,168.51
4131,2023-10-16,166.76
4132,2023-10-17,165.71
4133,2023-10-18,162.62
4134,2023-10-19,163.39
4135,2023-10-20,162.2
4136,2023-10-23,161.37
4137,2023-10-24,163.81
4138,2023-10-25,164.91
4139,2023-10-26,161.3
4140,2023-10-27,161.91
4141,2023-10-30,162.88
4142,2023-10-31,158.82
4143,2023-11-01,160.35
4144,2023-11-02,164.18
4145,2023-11-03,164.44
4146,2023-11-06,167.35
4147,2023-11-07,167.42
4148,2023-11-08,168.15
4149,2023-11-09,167.66
4150,2023-11-10,166.23
4151,2023-11-13,166.96
4152,2023-11-14,168.11
4153,2023-11-15,168.88
4154,2023-11-16,169.33
4155,2023-11-17,170.66
4156,2023-11-20,171.27
4157,2023-11-21,172.08
4158,2023-11-22,172.15
4159,2023-11-23,171.01
4160,2023-11-24,170.96
4161,2023-11-27,168.46
4162,2023-11-28,171.57
4163,2023-11-29,172.59
4164,2023-11-30,172.92
4165,2023-12-01,173.23
4166,2023-12-04,172.43
4167,2023-12-05,171.19
4168,2023-12-06,171.85
4169,2023-12-07,171.11
4170,2023-12-08,172.12
4171,2023-12-11,171.92
4172,2023-12-12,171.57
4173,2023-12-13,171.69
4174,2023-12-14,172.29
4175,2023-12-15,171.01
4176,2023-12-18,170.33
4177,2023-12-19,169.11
4178,2023-12-20,170.32
4179,2023-12-21,169.58
4180,2023-12-22,170.62
4181,2023-12-25,170.06
