,date,融資維持率
1177,2011-09-27,139.1
1178,2011-09-28,140.81
1179,2011-09-29,142.42
1180,2011-09-30,143.6
1181,2011-10-03,140.18
1182,2011-10-04,141.24
1183,2011-10-05,140.22
1184,2011-10-06,142.25
1185,2011-10-07,142.95
1186,2011-10-11,147.2
1187,2011-10-12,147.95
1188,2011-10-13,149.45
1189,2011-10-14,148.84
1190,2011-10-17,150.56
1191,2011-10-18,148.6
1192,2011-10-19,147.84
1193,2011-10-20,146.17
1194,2011-10-21,146.43
1195,2011-10-24,150.19
1196,2011-10-25,150.4
1197,2011-10-26,151.4
1198,2011-10-27,151.99
1199,2011-10-28,151.37
1200,2011-10-31,150.32
1201,2011-11-01,151.5
1202,2011-11-02,151.48
1203,2011-11-03,148.41
1204,2011-11-04,151.78
1205,2011-11-07,152.91
1206,2011-11-08,152.41
1207,2011-11-09,151.29
1208,2011-11-10,145.36
1209,2011-11-11,146.36
1210,2011-11-14,149.8
1211,2011-11-15,148.57
1212,2011-11-16,146.64
1213,2011-11-17,147.27
1214,2011-11-18,144.57
1215,2011-11-21,139.31
1216,2011-11-22,137.29
1217,2011-11-23,133.81
1218,2011-11-24,135.55
1219,2011-11-25,134.9
1220,2011-11-28,137.63
1221,2011-11-29,140.74
1222,2011-11-30,137.75
1223,2011-12-01,144.14
1224,2011-12-02,143.57
1225,2011-12-05,142.11
1226,2011-12-06,138.72
1227,2011-12-07,139.05
1228,2011-12-08,137.25
1229,2011-12-09,136.6
1230,2011-12-12,137.18
1231,2011-12-13,136.68
1232,2011-12-14,138.66
1233,2011-12-15,135.68
1234,2011-12-16,136.02
1235,2011-12-19,131.84
1236,2011-12-20,134.01
1237,2011-12-21,142.06
1238,2011-12-22,142.01
1239,2011-12-23,146.72
1240,2011-12-26,146.87
1241,2011-12-27,146.18
1242,2011-12-28,145.34
1243,2011-12-29,146.0
1244,2011-12-30,145.62
1245,2012-01-02,142.65
1246,2012-01-03,145.16
1247,2012-01-04,145.93
1248,2012-01-05,147.27
1249,2012-01-06,147.39
1250,2012-01-09,145.96
1251,2012-01-10,147.34
1252,2012-01-11,148.06
1253,2012-01-12,147.1
1254,2012-01-13,145.84
1255,2012-01-16,146.11
1256,2012-01-17,150.47
1257,2012-01-18,150.54
1258,2012-01-30,155.68
1259,2012-01-31,159.08
1260,2012-02-01,162.53
1261,2012-02-02,165.49
1262,2012-02-03,166.71
1263,2012-02-04,167.52
1264,2012-02-06,165.21
1265,2012-02-07,165.31
1266,2012-02-08,169.63
1267,2012-02-09,170.83
1268,2012-02-10,170.05
1269,2012-02-13,171.49
1270,2012-02-14,170.43
1271,2012-02-15,173.1
1272,2012-02-16,167.54
1273,2012-02-17,167.31
1274,2012-02-20,169.67
1275,2012-02-21,169.32
1276,2012-02-22,171.78
1277,2012-02-23,170.26
1278,2012-02-24,169.51
1279,2012-02-29,171.24
1280,2012-03-01,172.3
1281,2012-03-02,173.64
1282,2012-03-03,173.45
1283,2012-03-05,169.95
1284,2012-03-06,166.81
1285,2012-03-07,166.47
1286,2012-03-08,168.19
1287,2012-03-09,169.8
1288,2012-03-12,167.34
1289,2012-03-13,167.86
1290,2012-03-14,169.6
1291,2012-03-15,169.73
1292,2012-03-16,169.68
1293,2012-03-19,168.42
1294,2012-03-20,166.79
1295,2012-03-21,166.1
1296,2012-03-22,167.55
1297,2012-03-23,168.2
1298,2012-03-26,167.11
1299,2012-03-27,166.4
1300,2012-03-28,166.23
1301,2012-03-29,159.66
1302,2012-03-30,161.64
1303,2012-04-02,159.7
1304,2012-04-03,155.01
1305,2012-04-05,153.24
1306,2012-04-06,157.51
1307,2012-04-09,155.0
1308,2012-04-10,156.15
1309,2012-04-11,156.99
1310,2012-04-12,157.83
1311,2012-04-13,160.93
1312,2012-04-16,159.17
1313,2012-04-17,154.86
1314,2012-04-18,154.33
1315,2012-04-19,154.26
1316,2012-04-20,151.33
1317,2012-04-23,149.58
1318,2012-04-24,150.18
1319,2012-04-25,152.57
1320,2012-04-26,151.09
1321,2012-04-27,148.69
1322,2012-04-30,149.93
1323,2012-05-02,156.14
1324,2012-05-03,155.5
1325,2012-05-04,157.43
1326,2012-05-07,154.88
1327,2012-05-08,155.01
1328,2012-05-09,153.87
1329,2012-05-10,153.05
1330,2012-05-11,150.76
1331,2012-05-14,149.78
1332,2012-05-15,151.17
1333,2012-05-16,147.84
1334,2012-05-17,150.93
1335,2012-05-18,146.0
1336,2012-05-21,147.04
1337,2012-05-22,150.14
1338,2012-05-23,147.88
1339,2012-05-24,146.77
1340,2012-05-25,145.23
1341,2012-05-28,147.09
1342,2012-05-29,153.41
1343,2012-05-30,152.31
1344,2012-05-31,153.25
1345,2012-06-01,148.73
1346,2012-06-04,142.49
1347,2012-06-05,145.78
1348,2012-06-06,148.22
1349,2012-06-07,147.86
1350,2012-06-08,146.88
1351,2012-06-11,149.21
1352,2012-06-12,148.57
1353,2012-06-13,149.53
1354,2012-06-14,149.64
1355,2012-06-15,151.98
1356,2012-06-18,154.59
1357,2012-06-19,154.06
1358,2012-06-20,158.03
1359,2012-06-21,154.78
1360,2012-06-22,154.77
1361,2012-06-25,153.88
1362,2012-06-26,152.23
1363,2012-06-27,153.12
1364,2012-06-28,152.58
1365,2012-06-29,154.97
1366,2012-07-02,155.88
1367,2012-07-03,157.27
1368,2012-07-04,158.49
1369,2012-07-05,157.27
1370,2012-07-06,155.98
1371,2012-07-09,154.94
1372,2012-07-10,153.13
1373,2012-07-11,153.9
1374,2012-07-12,151.52
1375,2012-07-13,149.95
1376,2012-07-16,148.3
1377,2012-07-17,149.71
1378,2012-07-18,148.34
1379,2012-07-19,150.3
1380,2012-07-20,150.67
1381,2012-07-23,147.58
1382,2012-07-24,147.25
1383,2012-07-25,146.77
1384,2012-07-26,147.02
1385,2012-07-27,149.78
1386,2012-07-30,150.13
1387,2012-07-31,151.35
1388,2012-08-01,152.38
1389,2012-08-03,151.26
1390,2012-08-06,151.01
1391,2012-08-07,150.31
1392,2012-08-08,151.35
1393,2012-08-09,154.19
1394,2012-08-10,154.89
1395,2012-08-13,155.08
1396,2012-08-14,156.03
1397,2012-08-15,155.55
1398,2012-08-16,157.3
1399,2012-08-17,157.31
1400,2012-08-20,155.96
1401,2012-08-21,156.93
1402,2012-08-22,157.72
1403,2012-08-23,158.12
1404,2012-08-24,158.98
1405,2012-08-27,158.46
1406,2012-08-28,155.09
1407,2012-08-29,156.2
1408,2012-08-30,156.21
1409,2012-08-31,156.61
1410,2012-09-03,158.51
1411,2012-09-04,158.79
1412,2012-09-05,158.12
1413,2012-09-06,157.23
1414,2012-09-07,158.73
1415,2012-09-10,159.95
1416,2012-09-11,159.72
1417,2012-09-12,162.03
1418,2012-09-13,161.64
1419,2012-09-14,163.94
1420,2012-09-17,164.99
1421,2012-09-18,165.14
1422,2012-09-19,165.59
1423,2012-09-20,164.41
1424,2012-09-21,165.29
1425,2012-09-24,165.65
1426,2012-09-25,164.33
1427,2012-09-26,161.96
1428,2012-09-27,162.15
1429,2012-09-28,161.55
1430,2012-10-01,161.56
1431,2012-10-02,162.81
1432,2012-10-03,162.41
1433,2012-10-04,161.68
1434,2012-10-05,161.99
1435,2012-10-08,159.55
1436,2012-10-09,157.39
1437,2012-10-11,154.89
1438,2012-10-12,154.78
1439,2012-10-15,154.0
1440,2012-10-16,155.57
1441,2012-10-17,156.45
1442,2012-10-18,155.89
1443,2012-10-19,155.06
1444,2012-10-22,154.89
1445,2012-10-23,154.4
1446,2012-10-24,154.36
1447,2012-10-25,151.52
1448,2012-10-26,146.63
1449,2012-10-29,143.69
1450,2012-10-30,146.37
1451,2012-10-31,146.77
1452,2012-11-01,148.69
1453,2012-11-02,148.97
1454,2012-11-05,147.81
1455,2012-11-06,149.74
1456,2012-11-07,151.81
1457,2012-11-08,151.54
1458,2012-11-09,154.51
1459,2012-11-12,154.07
1460,2012-11-13,150.43
1461,2012-11-14,151.74
1462,2012-11-15,151.82
1463,2012-11-16,152.08
1464,2012-11-19,150.55
1465,2012-11-20,150.2
1466,2012-11-21,149.41
1467,2012-11-22,149.86
1468,2012-11-23,154.25
1469,2012-11-26,156.97
1470,2012-11-27,157.03
1471,2012-11-28,158.01
1472,2012-11-29,158.82
1473,2012-11-30,160.15
1474,2012-12-03,161.23
1475,2012-12-04,163.51
1476,2012-12-05,164.78
1477,2012-12-06,163.44
1478,2012-12-07,163.1
1479,2012-12-10,162.45
1480,2012-12-11,161.14
1481,2012-12-12,163.61
1482,2012-12-13,165.53
1483,2012-12-14,163.97
1484,2012-12-17,162.15
1485,2012-12-18,163.04
1486,2012-12-19,163.66
1487,2012-12-20,162.89
1488,2012-12-21,161.73
1489,2012-12-22,163.07
1490,2012-12-24,162.52
1491,2012-12-25,164.9
1492,2012-12-26,164.67
1493,2012-12-27,165.23
1494,2012-12-28,165.78
1495,2013-01-02,167.29
1496,2013-01-03,167.97
1497,2013-01-04,167.1
1498,2013-01-07,166.48
1499,2013-01-08,165.41
1500,2013-01-09,166.28
1501,2013-01-10,166.38
1502,2013-01-11,166.89
1503,2013-01-14,167.79
1504,2013-01-15,166.38
1505,2013-01-16,165.24
1506,2013-01-17,161.0
1507,2013-01-18,163.88
1508,2013-01-21,164.51
1509,2013-01-22,165.5
1510,2013-01-23,165.2
1511,2013-01-24,164.67
1512,2013-01-25,164.34
1513,2013-01-28,164.75
1514,2013-01-29,167.28
1515,2013-01-30,167.77
1516,2013-01-31,167.69
1517,2013-02-01,167.6
1518,2013-02-04,167.75
1519,2013-02-05,166.37
1520,2013-02-06,166.19
1521,2013-02-18,167.7
1522,2013-02-19,169.58
1523,2013-02-20,170.38
1524,2013-02-21,169.17
1525,2013-02-22,169.06
1526,2013-02-23,169.82
1527,2013-02-25,170.01
1528,2013-02-26,168.43
1529,2013-02-27,168.84
1530,2013-03-01,170.28
1531,2013-03-04,168.47
1532,2013-03-05,169.48
1533,2013-03-06,169.04
1534,2013-03-07,170.08
1535,2013-03-08,170.18
1536,2013-03-11,170.69
1537,2013-03-12,169.48
1538,2013-03-13,168.93
1539,2013-03-14,168.13
1540,2013-03-15,167.38
1541,2013-03-18,165.02
1542,2013-03-19,167.03
1543,2013-03-20,166.78
1544,2013-03-21,166.84
1545,2013-03-22,166.92
1546,2013-03-25,168.24
1547,2013-03-26,168.84
1548,2013-03-27,169.25
1549,2013-03-28,168.58
1550,2013-03-29,169.56
1551,2013-04-01,168.38
1552,2013-04-02,168.83
1553,2013-04-03,169.96
1554,2013-04-08,165.06
1555,2013-04-09,164.45
1556,2013-04-10,165.3
1557,2013-04-11,166.97
1558,2013-04-12,166.09
1559,2013-04-15,164.19
1560,2013-04-16,165.13
1561,2013-04-17,166.14
1562,2013-04-18,166.49
1563,2013-04-19,168.01
1564,2013-04-22,167.83
1565,2013-04-23,167.22
1566,2013-04-24,169.09
1567,2013-04-25,168.46
1568,2013-04-26,167.84
1569,2013-04-29,168.59
1570,2013-04-30,170.18
1571,2013-05-02,170.5
1572,2013-05-03,169.86
1573,2013-05-06,170.64
1574,2013-05-07,170.15
1575,2013-05-08,171.13
1576,2013-05-09,171.81
1577,2013-05-10,171.32
1578,2013-05-13,170.33
1579,2013-05-14,170.01
1580,2013-05-15,171.42
1581,2013-05-16,172.74
1582,2013-05-17,172.52
1583,2013-05-20,173.12
1584,2013-05-21,173.79
1585,2013-05-22,174.53
1586,2013-05-23,171.84
1587,2013-05-24,170.93
1588,2013-05-27,172.28
1589,2013-05-28,172.74
1590,2013-05-29,173.91
1591,2013-05-30,173.01
1592,2013-05-31,173.21
1593,2013-06-03,173.47
1594,2013-06-04,172.61
1595,2013-06-05,172.08
1596,2013-06-06,170.91
1597,2013-06-07,168.31
1598,2013-06-10,169.83
1599,2013-06-11,169.04
1600,2013-06-13,165.53
1601,2013-06-14,163.98
1602,2013-06-17,165.87
1603,2013-06-18,166.81
1604,2013-06-19,166.85
1605,2013-06-20,164.37
1606,2013-06-21,162.45
1607,2013-06-24,161.33
1608,2013-06-25,158.44
1609,2013-06-26,161.3
1610,2013-06-27,162.86
1611,2013-06-28,163.54
1612,2013-07-01,165.64
1613,2013-07-02,164.51
1614,2013-07-03,162.47
1615,2013-07-04,160.87
1616,2013-07-05,162.63
1617,2013-07-08,160.73
1618,2013-07-09,161.9
1619,2013-07-10,162.38
1620,2013-07-11,164.46
1621,2013-07-12,165.31
1622,2013-07-15,166.79
1623,2013-07-16,167.2
1624,2013-07-17,166.51
1625,2013-07-18,164.5
1626,2013-07-19,162.46
1627,2013-07-22,163.77
1628,2013-07-23,165.92
1629,2013-07-24,166.03
1630,2013-07-25,166.12
1631,2013-07-26,165.84
1632,2013-07-29,164.52
1633,2013-07-30,165.61
1634,2013-07-31,163.39
1635,2013-08-01,163.39
1636,2013-08-02,163.73
1637,2013-08-05,165.8
1638,2013-08-06,164.91
1639,2013-08-07,162.3
1640,2013-08-08,163.1
1641,2013-08-09,163.0
1642,2013-08-12,163.3
1643,2013-08-13,164.95
1644,2013-08-14,164.65
1645,2013-08-15,164.3
1646,2013-08-16,164.85
1647,2013-08-19,165.16
1648,2013-08-20,162.57
1649,2013-08-22,163.28
1650,2013-08-23,164.59
1651,2013-08-26,165.46
1652,2013-08-27,162.6
1653,2013-08-28,162.02
1654,2013-08-29,163.77
1655,2013-08-30,165.63
1656,2013-09-02,166.23
1657,2013-09-03,167.56
1658,2013-09-04,167.21
1659,2013-09-05,168.77
1660,2013-09-06,169.14
1661,2013-09-09,167.6
1662,2013-09-10,166.72
1663,2013-09-11,166.94
1664,2013-09-12,167.75
1665,2013-09-13,166.15
1666,2013-09-14,165.96
1667,2013-09-16,167.31
1668,2013-09-17,167.02
1669,2013-09-18,167.54
1670,2013-09-23,169.37
1671,2013-09-24,169.98
1672,2013-09-25,170.22
1673,2013-09-26,168.18
1674,2013-09-27,168.33
1675,2013-09-30,168.38
1676,2013-10-01,169.02
1677,2013-10-02,169.61
1678,2013-10-03,171.07
1679,2013-10-04,171.72
1680,2013-10-07,170.51
1681,2013-10-08,170.9
1682,2013-10-09,169.39
1683,2013-10-11,168.87
1684,2013-10-14,165.96
1685,2013-10-15,168.62
1686,2013-10-16,167.88
1687,2013-10-17,169.11
1688,2013-10-18,171.17
1689,2013-10-21,170.72
1690,2013-10-22,170.88
1691,2013-10-23,169.81
1692,2013-10-24,171.27
1693,2013-10-25,170.56
1694,2013-10-28,170.41
1695,2013-10-29,170.76
1696,2013-10-30,171.35
1697,2013-10-31,170.68
1698,2013-11-01,169.42
1699,2013-11-04,168.94
1700,2013-11-05,166.99
1701,2013-11-06,166.96
1702,2013-11-07,167.19
1703,2013-11-08,165.77
1704,2013-11-11,164.98
1705,2013-11-12,163.46
1706,2013-11-13,162.59
1707,2013-11-14,164.29
1708,2013-11-15,165.09
1709,2013-11-18,164.32
1710,2013-11-19,166.11
1711,2013-11-20,165.79
1712,2013-11-21,164.21
1713,2013-11-22,164.02
1714,2013-11-25,165.63
1715,2013-11-26,167.49
1716,2013-11-27,168.47
1717,2013-11-28,169.6
1718,2013-11-29,170.52
1719,2013-12-02,171.26
1720,2013-12-03,171.64
1721,2013-12-04,171.43
1722,2013-12-05,170.53
1723,2013-12-06,171.16
1724,2013-12-09,170.66
1725,2013-12-10,170.55
1726,2013-12-11,169.09
1727,2013-12-12,168.86
1728,2013-12-13,169.58
1729,2013-12-16,168.75
1730,2013-12-17,169.81
1731,2013-12-18,170.62
1732,2013-12-19,170.99
1733,2013-12-20,171.35
1734,2013-12-23,171.81
1735,2013-12-24,172.66
1736,2013-12-25,173.01
1737,2013-12-26,173.54
1738,2013-12-27,174.56
1739,2013-12-30,175.94
1740,2013-12-31,175.88
1741,2014-01-02,176.66
1742,2014-01-03,176.51
1743,2014-01-06,174.69
1744,2014-01-07,176.0
1745,2014-01-08,176.9
1746,2014-01-09,175.51
1747,2014-01-10,176.02
1748,2014-01-13,175.49
1749,2014-01-14,175.05
1750,2014-01-15,176.24
1751,2014-01-16,175.68
1752,2014-01-17,175.73
1753,2014-01-20,176.6
1754,2014-01-21,176.2
1755,2014-01-22,176.14
1756,2014-01-23,175.53
1757,2014-01-24,174.59
1758,2014-01-27,171.86
1759,2014-02-05,171.2
1760,2014-02-06,173.09
1761,2014-02-07,174.13
1762,2014-02-10,173.9
1763,2014-02-11,174.78
1764,2014-02-12,176.06
1765,2014-02-13,175.34
1766,2014-02-14,174.71
1767,2014-02-17,174.94
1768,2014-02-18,176.08
1769,2014-02-19,176.62
1770,2014-02-20,176.19
1771,2014-02-21,177.73
1772,2014-02-24,177.85
1773,2014-02-25,178.41
1774,2014-02-26,179.45
1775,2014-02-27,179.7
1776,2014-03-03,179.3
1777,2014-03-04,178.49
1778,2014-03-05,179.98
1779,2014-03-06,181.33
1780,2014-03-07,178.68
1781,2014-03-10,178.62
1782,2014-03-11,179.64
1783,2014-03-12,179.61
1784,2014-03-13,180.43
1785,2014-03-14,179.66
1786,2014-03-17,180.7
1787,2014-03-18,180.95
1788,2014-03-19,179.01
1789,2014-03-20,177.14
1790,2014-03-21,176.64
1791,2014-03-24,175.71
1792,2014-03-25,178.48
1793,2014-03-26,179.45
1794,2014-03-27,179.46
1795,2014-03-28,177.45
1796,2014-03-31,179.71
1797,2014-04-01,180.19
1798,2014-04-02,181.45
1799,2014-04-03,181.66
1800,2014-04-07,182.0
1801,2014-04-08,181.27
1802,2014-04-09,182.78
1803,2014-04-10,181.37
1804,2014-04-11,179.2
1805,2014-04-14,175.87
1806,2014-04-15,177.48
1807,2014-04-16,178.53
1808,2014-04-17,178.81
1809,2014-04-18,178.32
1810,2014-04-21,178.74
1811,2014-04-22,179.41
1812,2014-04-23,178.28
1813,2014-04-24,176.76
1814,2014-04-25,171.26
1815,2014-04-28,171.9
1816,2014-04-29,174.32
1817,2014-04-30,171.6
1818,2014-05-02,174.06
1819,2014-05-05,175.49
1820,2014-05-06,176.29
1821,2014-05-07,175.79
1822,2014-05-08,175.91
1823,2014-05-09,174.01
1824,2014-05-12,172.21
1825,2014-05-13,170.89
1826,2014-05-14,171.67
1827,2014-05-15,172.29
1828,2014-05-16,172.65
1829,2014-05-19,173.84
1830,2014-05-20,173.77
1831,2014-05-21,173.23
1832,2014-05-22,175.69
1833,2014-05-23,176.83
1834,2014-05-26,177.67
1835,2014-05-27,177.74
1836,2014-05-28,178.56
1837,2014-05-29,178.76
1838,2014-05-30,179.04
1839,2014-06-03,178.64
1840,2014-06-04,179.05
1841,2014-06-05,180.03
1842,2014-06-06,179.8
1843,2014-06-09,180.39
1844,2014-06-10,180.6
1845,2014-06-11,181.47
1846,2014-06-12,181.16
1847,2014-06-13,181.31
1848,2014-06-16,181.35
1849,2014-06-17,181.74
1850,2014-06-18,180.32
1851,2014-06-19,181.72
1852,2014-06-20,181.19
1853,2014-06-23,177.5
1854,2014-06-24,178.22
1855,2014-06-25,178.92
1856,2014-06-26,180.31
1857,2014-06-27,179.76
1858,2014-06-30,181.68
1859,2014-07-01,182.27
1860,2014-07-02,181.08
1861,2014-07-03,182.9
1862,2014-07-04,182.42
1863,2014-07-07,181.36
1864,2014-07-08,181.55
1865,2014-07-09,180.51
1866,2014-07-10,180.97
1867,2014-07-11,176.92
1868,2014-07-14,178.5
1869,2014-07-15,179.47
1870,2014-07-16,178.22
1871,2014-07-17,177.48
1872,2014-07-18,177.48
1873,2014-07-21,177.87
1874,2014-07-22,178.91
1875,2014-07-24,179.4
1876,2014-07-25,177.7
1877,2014-07-28,175.08
1878,2014-07-29,171.99
1879,2014-07-30,173.11
1880,2014-07-31,172.56
1881,2014-08-01,171.86
1882,2014-08-04,172.71
1883,2014-08-05,170.71
1884,2014-08-06,168.04
1885,2014-08-07,166.64
1886,2014-08-08,165.85
1887,2014-08-11,168.93
1888,2014-08-12,168.02
1889,2014-08-13,169.36
1890,2014-08-14,168.23
1891,2014-08-15,167.55
1892,2014-08-18,165.0
1893,2014-08-19,167.07
1894,2014-08-20,166.09
1895,2014-08-21,165.04
1896,2014-08-22,167.76
1897,2014-08-25,169.38
1898,2014-08-26,170.29
1899,2014-08-27,171.65
1900,2014-08-28,171.23
1901,2014-08-29,171.73
1902,2014-09-01,172.75
1903,2014-09-02,170.73
1904,2014-09-03,170.3
1905,2014-09-04,170.11
1906,2014-09-05,170.17
1907,2014-09-09,170.41
1908,2014-09-10,170.28
1909,2014-09-11,169.5
1910,2014-09-12,167.52
1911,2014-09-15,166.94
1912,2014-09-16,165.53
1913,2014-09-17,167.02
1914,2014-09-18,168.35
1915,2014-09-19,169.39
1916,2014-09-22,168.01
1917,2014-09-23,167.29
1918,2014-09-24,167.27
1919,2014-09-25,164.56
1920,2014-09-26,164.0
1921,2014-09-29,164.82
1922,2014-09-30,165.11
1923,2014-10-01,165.63
1924,2014-10-02,166.28
1925,2014-10-03,168.41
1926,2014-10-06,168.67
1927,2014-10-07,166.65
1928,2014-10-08,164.28
1929,2014-10-09,162.67
1930,2014-10-13,156.4
1931,2014-10-14,157.68
1932,2014-10-15,154.96
1933,2014-10-16,155.23
1934,2014-10-17,152.04
1935,2014-10-20,154.71
1936,2014-10-21,155.34
1937,2014-10-22,156.46
1938,2014-10-23,155.54
1939,2014-10-24,153.52
1940,2014-10-27,149.82
1941,2014-10-28,154.05
1942,2014-10-29,157.92
1943,2014-10-30,157.78
1944,2014-10-31,159.68
1945,2014-11-03,161.01
1946,2014-11-04,160.98
1947,2014-11-05,160.31
1948,2014-11-06,157.58
1949,2014-11-07,159.66
1950,2014-11-10,160.23
1951,2014-11-11,160.14
1952,2014-11-12,158.79
1953,2014-11-13,159.36
1954,2014-11-14,160.03
1955,2014-11-17,158.07
1956,2014-11-18,155.49
1957,2014-11-19,156.81
1958,2014-11-20,159.63
1959,2014-11-21,160.49
1960,2014-11-24,160.47
1961,2014-11-25,161.39
1962,2014-11-26,161.79
1963,2014-11-27,161.82
1964,2014-11-28,161.49
1965,2014-12-01,161.94
1966,2014-12-02,162.19
1967,2014-12-03,165.72
1968,2014-12-04,166.15
1969,2014-12-05,167.0
1970,2014-12-08,166.26
1971,2014-12-09,164.84
1972,2014-12-10,163.66
1973,2014-12-11,164.15
1974,2014-12-12,164.84
1975,2014-12-15,165.02
1976,2014-12-16,164.12
1977,2014-12-17,162.81
1978,2014-12-18,162.85
1979,2014-12-19,161.75
1980,2014-12-22,164.43
1981,2014-12-23,164.74
1982,2014-12-24,166.07
1983,2014-12-25,165.88
1984,2014-12-26,166.97
1985,2014-12-27,167.95
1986,2014-12-29,167.78
1987,2014-12-30,167.49
1988,2014-12-31,168.08
1989,2015-01-05,168.99
1990,2015-01-06,165.98
1991,2015-01-07,166.91
1992,2015-01-08,168.04
1993,2015-01-09,168.27
1994,2015-01-12,167.27
1995,2015-01-13,167.85
1996,2015-01-14,167.88
1997,2015-01-15,167.58
1998,2015-01-16,165.05
1999,2015-01-19,163.97
2000,2015-01-20,166.65
2001,2015-01-21,166.5
2002,2015-01-22,167.85
2003,2015-01-23,168.08
2004,2015-01-26,168.19
2005,2015-01-27,168.49
2006,2015-01-28,168.52
2007,2015-01-29,167.69
2008,2015-01-30,166.67
2009,2015-02-02,165.77
2010,2015-02-03,166.51
2011,2015-02-04,166.81
2012,2015-02-05,166.76
2013,2015-02-06,165.67
2014,2015-02-09,164.97
2015,2015-02-10,163.97
2016,2015-02-11,164.15
2017,2015-02-12,164.31
2018,2015-02-13,164.89
2019,2015-02-24,166.49
2020,2015-02-25,167.36
2021,2015-02-26,167.75
2022,2015-03-02,167.61
2023,2015-03-03,167.38
2024,2015-03-04,167.53
2025,2015-03-05,168.06
2026,2015-03-06,169.14
2027,2015-03-09,169.11
2028,2015-03-10,168.05
2029,2015-03-11,167.65
2030,2015-03-12,168.7
2031,2015-03-13,168.74
2032,2015-03-16,168.54
2033,2015-03-17,167.88
2034,2015-03-18,168.8
2035,2015-03-19,170.29
2036,2015-03-20,171.01
2037,2015-03-23,170.83
2038,2015-03-24,170.45
2039,2015-03-25,168.71
2040,2015-03-26,168.2
2041,2015-03-27,166.52
2042,2015-03-30,165.03
2043,2015-03-31,166.36
2044,2015-04-01,165.39
2045,2015-04-02,166.65
2046,2015-04-07,167.77
2047,2015-04-08,166.82
2048,2015-04-09,165.66
2049,2015-04-10,165.53
2050,2015-04-13,166.7
2051,2015-04-14,167.33
2052,2015-04-15,166.18
2053,2015-04-16,167.07
2054,2015-04-17,165.96
2055,2015-04-20,164.41
2056,2015-04-21,161.8
2057,2015-04-22,163.26
2058,2015-04-23,164.85
2059,2015-04-24,165.21
2060,2015-04-27,166.09
2061,2015-04-28,165.34
2062,2015-04-29,163.49
2063,2015-04-30,164.17
2064,2015-05-04,163.58
2065,2015-05-05,162.72
2066,2015-05-06,163.53
2067,2015-05-07,161.57
2068,2015-05-08,160.28
2069,2015-05-11,157.52
2070,2015-05-12,158.43
2071,2015-05-13,160.22
2072,2015-05-14,159.4
2073,2015-05-15,158.44
2074,2015-05-18,157.54
2075,2015-05-19,160.22
2076,2015-05-20,160.98
2077,2015-05-21,159.94
2078,2015-05-22,161.07
2079,2015-05-25,161.53
2080,2015-05-26,161.89
2081,2015-05-27,162.87
2082,2015-05-28,164.14
2083,2015-05-29,164.09
2084,2015-06-01,163.51
2085,2015-06-02,163.47
2086,2015-06-03,162.14
2087,2015-06-04,157.82
2088,2015-06-05,158.18
2089,2015-06-08,158.32
2090,2015-06-09,153.43
2091,2015-06-10,157.1
2092,2015-06-11,157.13
2093,2015-06-12,157.23
2094,2015-06-15,157.32
2095,2015-06-16,156.28
2096,2015-06-17,157.0
2097,2015-06-18,158.67
2098,2015-06-22,159.88
2099,2015-06-23,160.48
2100,2015-06-24,160.22
2101,2015-06-25,161.21
2102,2015-06-26,161.01
2103,2015-06-29,157.2
2104,2015-06-30,159.18
2105,2015-07-01,160.84
2106,2015-07-02,161.02
2107,2015-07-03,161.12
2108,2015-07-06,158.7
2109,2015-07-07,158.42
2110,2015-07-08,152.3
2111,2015-07-09,152.9
2112,2015-07-13,155.79
2113,2015-07-14,155.24
2114,2015-07-15,154.99
2115,2015-07-16,155.49
2116,2015-07-17,154.91
2117,2015-07-20,152.74
2118,2015-07-21,152.44
2119,2015-07-22,150.9
2120,2015-07-23,149.16
2121,2015-07-24,148.72
2122,2015-07-27,143.36
2123,2015-07-28,146.34
2124,2015-07-29,146.59
2125,2015-07-30,148.03
2126,2015-07-31,147.22
2127,2015-08-03,144.95
2128,2015-08-04,142.62
2129,2015-08-05,145.96
2130,2015-08-06,144.3
2131,2015-08-07,146.03
2132,2015-08-10,149.47
2133,2015-08-11,147.61
2134,2015-08-12,147.2
2135,2015-08-13,148.51
2136,2015-08-14,148.77
2137,2015-08-17,147.15
2138,2015-08-18,146.59
2139,2015-08-19,143.89
2140,2015-08-20,145.03
2141,2015-08-21,140.97
2142,2015-08-24,135.75
2143,2015-08-25,141.2
2144,2015-08-26,143.74
2145,2015-08-27,146.79
2146,2015-08-28,150.02
2147,2015-08-31,151.6
2148,2015-09-01,151.92
2149,2015-09-02,153.26
2150,2015-09-03,155.22
2151,2015-09-04,152.82
2152,2015-09-07,153.62
2153,2015-09-08,154.91
2154,2015-09-09,159.07
2155,2015-09-10,159.98
2156,2015-09-11,160.65
2157,2015-09-14,160.6
2158,2015-09-15,159.7
2159,2015-09-16,160.74
2160,2015-09-17,162.74
2161,2015-09-18,164.23
2162,2015-09-21,161.41
2163,2015-09-22,162.85
2164,2015-09-23,159.67
2165,2015-09-24,156.77
2166,2015-09-25,158.33
2167,2015-09-30,159.02
2168,2015-10-01,161.62
2169,2015-10-02,162.63
2170,2015-10-05,164.86
2171,2015-10-06,163.86
2172,2015-10-07,166.28
2173,2015-10-08,163.44
2174,2015-10-12,164.75
2175,2015-10-13,165.81
