date,發行量加權股價報酬指數,sharpe,sharpe_MA_20,sharpe_MA_60,sharpe_MA_100
2007-02-09,8985.36,1.4852040990380935,1.381486472259037,1.446739079775462,1.4145493906218363
2007-02-12,8890.29,1.366461865132399,1.389017851010552,1.445976080347557,1.417159696019468
2007-02-13,8845.09,1.3473753406892868,1.393616057789174,1.44393942100632,1.4195305699416991
2007-02-14,8928.11,1.3267487023930185,1.396845947394643,1.441156711264249,1.42238897190032
2007-02-26,9031.86,1.4071244409314585,1.4012739878740965,1.438738605844535,1.4254595812352548
2007-02-27,9033.88,1.3964003171486894,1.405343964188503,1.4370217707540598,1.4275233697416905
2007-03-01,8778.6,1.2502864194482481,1.4039046210839299,1.4322324635456303,1.4272737014863557
2007-03-02,8769.56,1.3454737025666075,1.4062259062158264,1.4273145764683999,1.4285638182854865
2007-03-03,8723.13,1.3674657168457658,1.3951885936682369,1.4245636440880534,1.4302393043945287
2007-03-05,8396.63,1.0425988561325177,1.3690259006163472,1.4158017391870872,1.4278826463888392
2007-03-06,8518.38,1.1056263601689273,1.349083777806488,1.4071487033450225,1.4270101892153864
2007-03-07,8552.49,1.0827711914682878,1.3254362535570547,1.398704978470196,1.4276484504921572
2007-03-08,8658.79,1.1287310075447197,1.30786929964832,1.3894535017749328,1.4277983352044814
2007-03-09,8652.3,1.2105014380064338,1.2998040981442536,1.3831043086449104,1.428861396753136
2007-03-12,8721.98,1.2380096187706802,1.2959465609633207,1.3757363452806064,1.4303196542174361
2007-03-13,8784.69,1.3611418492937568,1.3008328230403758,1.3713040193092034,1.4319380011930003
2007-03-14,8654.67,1.29810340730784,1.3023242262101271,1.3683291923479477,1.4327215812221419
2007-03-15,8798.36,1.3679053887090489,1.2988525121641605,1.3668877919755753,1.433451983236632
2007-03-16,8825.62,1.382659715120747,1.2974675675839866,1.3676134867017113,1.4341753728203506
2007-03-19,8845.81,1.347417680232533,1.292900355847453,1.3664861276773428,1.4347688659821412
2007-03-20,8844.37,1.4300304231312884,1.2901416720521128,1.366573279972505,1.43646328842327
2007-03-21,8868.18,1.3927054108977974,1.2914538493403827,1.3652907239648195,1.435858235764425
2007-03-22,8944.37,1.4566471095639733,1.296917437784117,1.3638747418477766,1.4359311070985326
2007-03-23,8985.12,1.4621588929955263,1.3036879473142424,1.3624703994986016,1.4340193306061648
2007-03-26,9006.27,1.487935363882966,1.3077284934618176,1.361220221638349,1.4332431857376762
2007-03-27,8968.94,1.5194534877128978,1.3138811519900282,1.362291546257924,1.4325054584735974
2007-03-28,8903.75,1.539951371530436,1.3283643995941374,1.3645270103526086,1.4316908456423334
2007-03-29,8972.56,1.6121557004521059,1.3416984994884125,1.36798505880616,1.4324724765208317
2007-03-30,9013.81,1.6283516547938184,1.354742796385815,1.3713574963146589,1.4329731719818368
2007-04-02,9014.47,1.5865152117439787,1.381938614166388,1.3730485920723405,1.432684681284427
2007-04-03,9069.26,1.5929113722988437,1.406302864772884,1.3762955662161263,1.431620320804368
2007-04-04,9151.23,1.6054072929903893,1.432434669848989,1.3789407820872124,1.4312591982832523
2007-04-09,9210.61,1.6002107741270268,1.4560086581781042,1.3802330279349013,1.4315577433542779
2007-04-10,9201.28,1.5330240005238016,1.4721347863039729,1.3803366270678379,1.4313706327434477
2007-04-11,9242.5,1.517851531764112,1.4861268819536444,1.3807478842168188,1.430955907994706
2007-04-12,9231.93,1.5062750668428126,1.493383542831097,1.3818946289026715,1.4311976037015668
2007-04-13,9148.59,1.3655675689198588,1.4967567509116981,1.3806318611079773,1.4292855450910285
2007-04-14,9197.54,1.378835313263547,1.497303247139423,1.3807988769215958,1.4277262295539104
2007-04-16,9195.73,1.3788062760375837,1.497110575185265,1.3826266955486295,1.4267606166190128
2007-04-17,9099.41,1.3330385211009432,1.4963916172286853,1.3861969503278004,1.4252389635096319
2007-04-18,9149.74,1.3209978645371925,1.4909399892989805,1.3875227112033768,1.424259780135496
2007-04-19,9018.63,1.1865521672486024,1.4806323271165207,1.3870346758224852,1.422002883499915
2007-04-20,9080.41,1.1452494203696828,1.4650624426568064,1.3851986460766992,1.4187596286919768
2007-04-23,9157.91,1.1551093739954592,1.4497099667068027,1.3834146204718962,1.4153736095627585
2007-04-24,9197.41,1.1905887824748096,1.4348426376363952,1.381281706324103,1.4117573897263638
2007-04-25,9128.41,1.1010365482680065,1.4139217906641506,1.3777156356142273,1.407773650983272
2007-04-26,9146.0,1.0586741517406315,1.3898579296746605,1.3740423167842428,1.4029839439811378
2007-04-27,9088.13,1.0274506811611421,1.360622678710112,1.3695156948047837,1.3968529815207447
2007-04-30,9003.53,0.9662089367497535,1.3275155428079088,1.3591489776206536,1.3911898542915768
2007-05-02,9035.11,1.0190972227929658,1.2991446433603584,1.3500363860476978,1.3856976950176014
2007-05-03,9062.11,0.9468738624638521,1.2668427678686087,1.3407431368159934,1.378918348535312
2007-05-04,9221.48,1.0773740350396113,1.2404411049710697,1.3327706761257045,1.3737981420461294
2007-05-07,9277.74,1.0839650601278428,1.2146288192711105,1.3261689256991784,1.3677995965548024
2007-05-08,9255.53,1.0457362509820969,1.1902644317940252,1.3207344387474174,1.3623424288065455
2007-05-09,9206.2,0.9768869474801729,1.1632162025798283,1.3150965484989312,1.3553104240750582
2007-05-10,9256.69,0.9266853876409119,1.1342367186197335,1.3094843614970688,1.348306463875688
2007-05-11,9182.01,0.8551687851674336,1.108716779432112,1.3025992521846457,1.3420922214775308
2007-05-14,9180.9,0.7712401183479458,1.078337019686332,1.2914975929966384,1.3352607285504963
2007-05-15,9117.41,0.7999329702588661,1.0493933543973961,1.2813238323888825,1.329868877937559
2007-05-16,9132.89,0.8650737431996935,1.0259951155023337,1.2717623628594907,1.3243690231526093
2007-05-17,9189.35,0.8720447343370462,1.0035474589923263,1.261543040114473,1.318841457641764
2007-05-18,9185.19,0.9405792605216523,0.9912488136559789,1.254444996704294,1.3135506625333917
2007-05-21,9308.04,1.1110209466716017,0.9895373899710748,1.2505057568039994,1.3092448116342421
2007-05-22,9362.28,1.243615381717198,0.9939626903571618,1.2491202014594023,1.3062167711119537
2007-05-23,9400.2,1.228147759197208,0.9958406391932815,1.2461372567638316,1.3028687883489447
2007-05-24,9394.05,1.2993003684845132,1.0057538302041071,1.2445189242860952,1.3013100519284058
2007-05-25,9329.52,1.2203466533466367,1.0138374552844072,1.2440199281844015,1.2994552832033788
2007-05-28,9325.92,1.3477120656458097,1.0298505245086405,1.2440572342357217,1.2988856759274463
2007-05-29,9354.12,1.4575618968207573,1.0544181725121908,1.245558837235305,1.2992012408528155
2007-05-30,9315.08,1.4007194386271067,1.0734992833038979,1.2515275136102146,1.2983579405762558
2007-05-31,9312.34,1.4129482011689711,1.0968030002391538,1.2566495442935486,1.2985064933512283
2007-06-01,9432.33,1.473466042634298,1.1166076006188883,1.2631611251463155,1.2987742103703193
2007-06-04,9483.66,1.5075696694867138,1.1377878310868317,1.2694751028453488,1.298623146832529
2007-06-05,9494.18,1.5445478253048086,1.1627284098029673,1.2750425426336554,1.2988005445601012
2007-06-06,9506.41,1.5290443635038373,1.1903362806041504,1.2798931217125409,1.2991592271668873
2007-06-07,9552.8,1.4840083837348532,1.2182024304088475,1.2819408972865594,1.2996246071473192
2007-06-08,9526.19,1.7320039201987774,1.2620441871604147,1.2891725725014083,1.3025313099832916
2007-06-11,9570.09,1.7469123203548151,1.310827797260758,1.2954893546955044,1.3063122895423753
2007-06-12,9606.1,1.8972434229727515,1.3656933198964523,1.304065749826371,1.3125933521879474
2007-06-13,9578.7,2.2464593192227196,1.4347625986976038,1.3190497771428744,1.3238697130366677
2007-06-14,9698.44,2.217989601838597,1.5020598420726814,1.3321824301213292,1.3336350869350275
2007-06-15,9839.88,2.309288942156883,1.5704953261544428,1.3474588223089807,1.3445696334555755
2007-06-20,10068.45,2.5616562710726214,1.6430270923744938,1.3658756416674582,1.3576320841151333
2007-06-21,10178.96,2.5116648490459332,1.7064295657409307,1.3833674076016318,1.3701272235027562
2007-06-22,10172.7,2.5548846316055984,1.7727664093613502,1.401149895397009,1.382490433505388
2007-06-23,10134.22,2.3946477596341316,1.827533778918831,1.4157364665956962,1.393286903193124
2007-06-25,10279.43,2.475693518138114,1.8903011221584047,1.4313321690391576,1.405253105559108
2007-06-26,10194.98,2.677171642939715,1.9567741010231,1.4490824347472844,1.4190343419892184
2007-06-27,10183.42,2.7468924302744884,2.0212406276957866,1.4677247810052954,1.4306211466139878
2007-06-28,10239.63,2.6286715367523685,2.08263823260205,1.4850940530887686,1.441249334809808
2007-06-29,10228.66,2.6596618791595943,2.1449739165015806,1.5028732282031145,1.452801265437743
2007-07-02,10296.83,2.6322958367663016,2.2029154062081813,1.5199880372660464,1.4635670070408364
2007-07-03,10376.97,2.633366661462618,2.259205255806976,1.537207302054973,1.4750999727982685
2007-07-04,10462.04,2.7251734359247735,2.3182365363379747,1.5570764593116557,1.4886336524766386
2007-07-05,10562.59,2.719345764450553,2.377751606385311,1.577101363189763,1.5026755064972508
2007-07-06,10609.09,2.656699005891272,2.4363861374931313,1.5962750955072373,1.5166083304786369
2007-07-09,10819.44,2.7597298095160907,2.487772431958997,1.6195111328505079,1.5315228751346697
2007-07-10,10844.28,2.756743749647135,2.538264003423613,1.642476273456901,1.5447169159348573
2007-07-11,10758.76,2.76954379935684,2.5818790222428176,1.6656552321788887,1.5583087678611836
2007-07-12,10842.35,2.819029827845006,2.6105075476739317,1.6904217539579562,1.5721114469900015
2007-07-13,10977.98,2.8976399649626283,2.644490065830133,1.7166991222983803,1.5862358056492467
2007-07-16,10921.03,2.8336216003005967,2.6707066987373187,1.7441502795159134,1.6009074030009287
2007-07-17,11034.05,2.9426137242330532,2.6897545713953406,1.7741063512469697,1.6168597868363666
2007-07-18,11013.77,2.9330604086473904,2.7108243493754136,1.8037388684911686,1.6329229038989104
2007-07-19,11012.99,3.002955450428509,2.733227890316559,1.8339449796237304,1.6488812139938807
2007-07-20,11147.16,3.2755752686376627,2.7772742657667355,1.870187291629891,1.6676729635087704
2007-07-23,11189.64,3.5667955453016904,2.8318293671249144,1.9119893148559088,1.6908380547673048
2007-07-24,11340.5,3.6010363533784937,2.8780226026468534,1.9548824093928647,1.7133936812754238
2007-07-25,11345.06,3.6123230383773124,2.9212941330519944,1.9989843110866574,1.735842254490739
2007-07-26,11178.5,3.335769735957633,2.956649043012258,2.0375955196394018,1.7587739632889905
2007-07-27,10711.87,2.907341761579242,2.96903303713324,2.0702699846246584,1.7767911173030937
2007-07-30,10615.37,2.9077535258803158,2.982805921588941,2.1007763094720033,1.7950409406472139
2007-07-31,10873.3,2.9877052897269865,3.0005228530021593,2.1325053132986556,1.8136306834690366
2007-08-01,10414.62,2.5706334861220372,2.9927958555120227,2.157920267217655,1.8272320039501924
2007-08-02,10501.24,2.5421230279952463,2.983934718689257,2.184007535226239,1.8402731380424382
2007-08-03,10627.94,2.592872683924032,2.980743402590895,2.2117773234976243,1.8525904463887408
2007-08-06,10492.07,2.5231176606434627,2.968912795147264,2.239576471422225,1.8648405889220974
2007-08-07,10401.06,2.456728363808724,2.953912025855343,2.2676679421799046,1.8757288186730938
2007-08-08,10685.63,2.557806741283696,2.943325172951686,2.296965838363652,1.8874802889347233
2007-08-09,10791.39,2.6183385904089507,2.933290611079883,2.326186919150473,1.9001894980364875
2007-08-10,10501.58,2.4218176930960778,2.909499497486556,2.3520164684631237,1.9101073707361353
2007-08-13,10511.62,2.4515772785667327,2.8903972813998626,2.377199768763875,1.9206960894128247
2007-08-14,10491.77,2.354904264939701,2.8610118084351948,2.397931157401677,1.9296786609665821
2007-08-15,10119.26,2.0009294493078094,2.8144052604682157,2.4105530585281865,1.9350663665297048
2007-08-16,9663.04,1.6270400695264362,2.745609491423112,2.4172012637003406,1.9364574135861394
2007-08-17,9534.77,1.5473452363661782,2.659197989809538,2.4213353448317014,1.9367363310726722
2007-08-20,10039.73,1.7432874585062983,2.5680225854697682,2.430051024917696,1.9387696919424309
2007-08-21,9999.32,1.7159207790960975,2.4737668067556484,2.436187836808534,1.9398073427288711
2007-08-22,10017.56,1.6579489984211322,2.3760481047578397,2.439527621835207,1.940103316165144
2007-08-23,10305.38,1.7627910125511868,2.2973991685875172,2.445562148067275,1.9418660741732163
2007-08-24,10255.01,1.7441651772316302,2.2392403393701366,2.4510824310016526,1.9433786122225438
2007-08-27,10296.28,1.9827856305553653,2.192991944603889,2.459571090800337,1.947152395598194
2007-08-28,10308.17,1.918037111245169,2.139508535679798,2.466412214829645,1.950330658969375
2007-08-29,10208.93,1.8893612369682895,2.1054449232221106,2.4721591050240357,1.95389403133382
2007-08-30,10361.7,1.9703859205980094,2.076858067852249,2.4795147976422722,1.9584193752221593
2007-08-31,10610.91,2.11178519802613,2.0528036935573537,2.4899777445471267,1.9644744765339923
2007-09-03,10609.35,2.1893098310590933,2.0361133020781352,2.497599509728132,1.9727118991553845
2007-09-04,10545.41,2.121872489018098,2.0193705083386044,2.5038488458725197,1.9801422709129302
2007-09-05,10534.9,2.028563159404602,1.9929083292446492,2.506037508146384,1.9866398397466003
2007-09-06,10657.26,2.069834557095297,1.9654831275789664,2.503093762110927,1.9940078001065438
2007-09-07,10659.47,2.0368984196279203,1.946237163905559,2.5000755757407496,2.001166805657451
2007-09-10,10565.99,1.9029625114636848,1.9188064255504067,2.4933034685625293,2.0083309090996018
2007-09-11,10644.35,1.9584330556378333,1.898982865085313,2.483249748305283,2.016462745452283
2007-09-12,10662.18,2.0098486225826533,1.8994288237490555,2.474886144530895,2.025010137938155
2007-09-13,10555.41,1.9504420129295412,1.9155989209192108,2.4648121008862938,2.0326086702427024
2007-09-14,10678.64,2.0071685621149316,1.938590087206648,2.4583541142609744,2.041669990381172
2007-09-17,10523.01,1.914554527849078,1.9471534406737874,2.4490017977561567,2.050228794142256
2007-09-19,10554.4,1.9939131078997938,1.9610530571139724,2.437614155505491,2.059893418409643
2007-09-20,10621.84,1.9963592875890264,1.9779735715723668,2.4251052697940665,2.070194921918036
2007-09-21,10768.53,2.1297755345488163,1.9963227976722482,2.4167903364240075,2.081301705035594
2007-09-26,10948.52,2.150026241509697,2.0166158508861516,2.4082964091298424,2.0933332288260527
2007-09-27,11133.24,2.092780615166105,2.0221156001166887,2.399304488769839,2.1034872946273175
2007-09-28,11131.63,2.0923860819332565,2.030833048651093,2.3902881457776832,2.113571504845372
2007-09-29,11208.0,2.1344386434378047,2.0430869189745686,2.380442565902901,2.124458528769929
2007-10-01,11222.16,2.131564751245484,2.051145860506942,2.370646215682816,2.136005306807582
2007-10-02,11381.85,2.211289577985146,2.0561210795048934,2.3632227252177143,2.148851348711024
2007-10-03,11472.82,2.234517191458216,2.0583814475248494,2.3544691815834162,2.162644832773932
2007-10-04,11386.85,2.1966207556885227,2.0621188608583703,2.3451337983507727,2.1768986391473377
2007-10-05,11374.87,2.1541575149193095,2.068398578634106,2.334877360276814,2.1904408845939423
2007-10-08,11493.26,2.2655934940293667,2.0781865254808096,2.325653421379886,2.2044460821022387
2007-10-09,11401.78,2.2183523038215,2.0872592196904884,2.3143319603608674,2.2179091577970835
2007-10-11,11470.21,2.190538309666227,2.1016380096006153,2.3036139055169613,2.230408748288529
2007-10-12,11232.23,2.05797978173901,2.1066153459056745,2.288870006475394,2.239878336639203
2007-10-15,11258.51,2.1442560431514344,2.113335716934113,2.275723267050461,2.248884743253546
2007-10-16,11346.06,2.0947743810408506,2.1205523353396787,2.2605869158940006,2.257551009471982
2007-10-17,11310.33,2.0682495381725516,2.12360638414256,2.2404648203862485,2.2652405011688628
2007-10-18,11398.93,2.1306012605856637,2.134408720779389,2.2165282489743148,2.2743430472412527
2007-10-19,11368.95,2.049599793813997,2.137193055075099,2.1906709729815734,2.2813619245229346
2007-10-22,11071.95,1.8696977824237644,2.130859979816836,2.161627218715681,2.2854832833789644
2007-10-23,11239.63,1.892591218878367,2.1190007640333137,2.1375742434310263,2.290402001181477
2007-10-24,11168.93,1.920046082687133,2.1075017560921854,2.121119315449491,2.2954729799966587
2007-10-25,11317.84,2.0400936980762396,2.1048674102376923,2.106658318319423,2.301139256551078
2007-10-26,11392.65,2.094930322623149,2.1049946222721867,2.0917787355343593,2.3070128630824427
2007-10-29,11603.63,2.1553345796337138,2.1060394190819824,2.0848570870928875,2.313120730625732
2007-10-30,11542.18,2.123199679145359,2.1056211654769763,2.0778750312787224,2.319062283782147
2007-10-31,11487.1,2.0506722206157524,2.097590297608506,2.068838356890251,2.324728922150956
2007-11-01,11353.28,2.0107488467931027,2.0864018803752504,2.0602988766594117,2.3275163714168996
2007-11-02,10968.69,1.7688472448698291,2.065013204834316,2.0488341913437633,2.3277357206620493
2007-11-05,11010.69,1.7852113835022712,2.046565898263464,2.0359576020474064,2.3266154002673445
2007-11-06,10992.0,1.8526408428476506,2.025918265704378,2.0231959729213846,2.322677215503594
2007-11-07,11000.78,1.8365465405440669,2.0068279775405067,2.0134414537121845,2.3188627848906487
2007-11-08,10571.83,1.587465627715196,1.9766743434429555,1.999039592864659,2.311644551746232
2007-11-09,10611.26,1.5595067765195298,1.951750693181981,1.985782968057656,2.301623056800701
2007-11-12,10256.04,1.2942958620602594,1.9092526841274224,1.9740057416035304,2.289449366930844
2007-11-13,10322.99,1.3599635720165506,1.8725121436762073,1.9695544666450322,2.2775001563349537
2007-11-14,10578.16,1.433487039900363,1.8407740187625976,1.9676568300372685,2.267888549137616
2007-11-15,10533.78,1.4154694711574027,1.8050174292911847,1.962193196914787,2.2572863086678088
2007-11-16,10367.47,1.3471207178493723,1.7698934754929536,1.9560465292273415,2.2439857994169055
2007-11-19,10267.99,1.2776694313547519,1.740292057939503,1.9497085364429019,2.229293569427708
2007-11-20,10268.16,1.30642340145769,1.710983667068469,1.9421024095913435,2.216071088074761
2007-11-21,10035.44,1.1294437364598757,1.6714535497571064,1.931857052245148,2.200768906647764
2007-11-22,10053.64,1.1153024721159353,1.625213988459091,1.9173989996044905,2.1855989730012606
2007-11-23,9867.72,0.9986554424601501,1.570400244450941,1.902075971791407,2.1692518608112357
2007-11-26,10087.9,1.106352722070353,1.5179511515727733,1.8890258298764413,2.1530636536726915
2007-11-27,9907.42,1.0077424083592266,1.4621782880334664,1.8729817713391284,2.135947620111778
2007-11-28,9789.73,0.9109251337526612,1.405190933690312,1.8529674369345703,2.118489881390392
2007-11-29,9991.73,0.9845972993672687,1.3538833563190202,1.8328888947397066,2.100738556288904
2007-11-30,10156.58,1.0408281252101763,1.3174824003360377,1.8148714886762414,2.0835794000445342
2007-12-03,10153.55,1.010164888110772,1.2787300755664626,1.7978981841546775,2.065985610932074
2007-12-04,10233.69,1.0021513789796375,1.236205602373062,1.7801034645194167,2.04781682644342
2007-12-05,10264.05,1.0542750175365796,1.1970920262226876,1.763726407817894,2.0293831769691595
2007-12-06,10284.71,1.0446071038287947,1.1699491000283675,1.7494204843573125,2.0114930320044415
2007-12-07,10317.8,0.998870703651667,1.1419172963849744,1.7334277784908767,1.9920556017986277
2007-12-10,10170.69,0.8926641099613345,1.1218357087800281,1.7148080366138545,1.9716516388117669
2007-12-11,10218.37,0.8941522267439028,1.0985451415163958,1.6972032068440939,1.950563606574921
2007-12-12,10043.9,0.8287383334817173,1.0683077061954633,1.6775627030335405,1.9260952372233615
2007-12-13,9685.62,0.5827176870148021,1.0266701169883334,1.6553654223529692,1.8962544586404926
2007-12-14,9602.96,0.5439016573075952,0.9865091639612444,1.631198564843099,1.8656831116797834
2007-12-17,9263.19,0.39364077264633024,0.9423077310258234,1.604486589594054,1.833496289022474
2007-12-18,9235.44,0.3944850168846713,0.8967108117971726,1.5755650809663184,1.804083441831744
2007-12-19,9480.21,0.6223750343294661,0.871357376690652,1.5501042275133148,1.7812337745592464
2007-12-20,9294.22,0.5289297687205603,0.8420387415208832,1.5240400467392223,1.757445536987649
2007-12-21,9394.01,0.5610141222467031,0.820156675510211,1.4985171807444464,1.7331786253128458
2007-12-24,9623.54,0.6381854528705393,0.7967483120502202,1.4735796275683255,1.713854144980331
2007-12-25,9660.91,0.6025841432734892,0.7764903987959334,1.4480966174354586,1.6944587561331135
2007-12-26,9648.28,0.6127098120475396,0.7615796327106773,1.4214536213364986,1.6746571274143485
2007-12-27,9834.39,0.6722625498831103,0.7459628952364694,1.3954160439769132,1.656148576306745
2007-12-28,9932.84,0.737413692148826,0.7307921735834019,1.3710959262512519,1.6389554295901463
2007-12-31,10062.16,0.779060048049189,0.7192369315803228,1.34817763513675,1.621167962657801
2008-01-02,9845.42,0.6748334702827335,0.7028710361454775,1.3216649680743058,1.6017329114565388
2008-01-03,9681.17,0.5428606031991734,0.6773003154286072,1.2937401063972669,1.58294334055757
2008-01-04,9724.82,0.5608807184074727,0.6531139961575412,1.2665791465429546,1.5640363749559774
2008-01-07,9325.32,0.3573674607888153,0.6210388340143986,1.2382356078604515,1.5440610069144682
2008-01-08,9419.41,0.3497487851111581,0.5938930677718898,1.2083271535597802,1.5275492002725017
2008-01-09,9563.9,0.36320035867540834,0.567345474368465,1.179467586520356,1.5149108031639915
2008-01-10,9531.03,0.3490921403647372,0.543363164712616,1.1508149632235594,1.5029282722039772
2008-01-11,9497.95,0.3225662111243833,0.530355590918095,1.120681045732538,1.4887210597301581
2008-01-14,9668.41,0.4645283954690573,0.5263869278261681,1.0942631890934558,1.4762071358938875
2008-01-15,9970.57,0.6643712797932396,0.5399234531835136,1.0741744140496132,1.4662713587076086
2008-01-16,9675.66,0.4904225791487969,0.5447203312967199,1.0508049367207872,1.4535476743735847
2008-01-17,9583.5,0.5009062299636966,0.5386468910784314,1.0271526058420632,1.4411150849009056
2008-01-18,9681.71,0.5960525109005509,0.5420030281874311,1.0030852527224685,1.427247753704357
2008-01-21,9593.64,0.46884124426886936,0.5373943842885394,0.9759837680832304,1.4127557950345944
2008-01-22,8968.78,0.14849721645523709,0.5129099724677741,0.9425364786969226,1.3953471548294638
2008-01-23,8763.48,0.04223449524047834,0.48489249006612367,0.9078537256318413,1.3760656405758882
2008-01-24,8892.0,0.08292826887923199,0.45840341290770825,0.8750579931028992,1.3557770712844195
2008-01-25,9155.24,0.1771952191503268,0.433650046371069,0.8444987659755195,1.3356559251653317
2008-01-28,8855.02,0.06414201314379248,0.39998646242081737,0.816087012113419,1.3150786204065887
2008-01-29,8962.22,0.11488849828845145,0.3667778849327805,0.7882482973598554,1.2959418737954271
2008-01-30,8923.28,0.09072469599597614,0.3375724462184427,0.7588830282456607,1.276150775184434
2008-01-31,8896.82,0.032368207259834705,0.31204782642147577,0.7288133893575902,1.2561054730607533
2008-02-01,9077.64,0.12589147072765883,0.290298364037485,0.7044538200744646,1.238334762653393
2008-02-12,8934.87,0.11379204925140063,0.2781195934606143,0.6803585746199958,1.2198883525895285
2008-02-13,8931.62,0.15049147274168378,0.26815672784214056,0.6612951681313529,1.2012947810911188
2008-02-14,9303.92,0.33086157663241333,0.26653978873999085,0.6441434682082838,1.1850989767281475
2008-02-15,9317.04,0.35891039030581906,0.2670307012370449,0.6262338573817081,1.1686163950100563
2008-02-18,9334.23,0.3656627591472509,0.2691855286381883,0.6087370788482056,1.1531274773230382
2008-02-19,9492.16,0.395106789037573,0.2657144483166141,0.5928701800346757,1.137139414134416
2008-02-20,9338.45,0.32265481545816593,0.24862862509986045,0.5769532697697326,1.1204023694131073
2008-02-21,9564.93,0.3732116452694793,0.24276807840589454,0.561399740499929,1.102836730520314
2008-02-22,9591.87,0.39873679398440254,0.2376596066069298,0.5492212914586712,1.085323836045061
2008-02-25,9801.96,0.4928207237385731,0.23249801724883096,0.5388465956523818,1.0693242371307856
2008-02-26,9827.23,0.4943682538607863,0.2337743677284268,0.5304418091757257,1.053344058850061
2008-02-27,10009.88,0.6151469584570745,0.25710685482851864,0.5222550464488377,1.0381511420002538
2008-02-29,9951.54,0.6119955009208053,0.285594905112535,0.5156592646581973,1.0229554494970068
2008-03-03,9774.24,0.4974231950976583,0.3063196514234563,0.508767565680614,1.005816785668132
2008-03-04,10019.38,0.5511358433545783,0.3250166826336689,0.5015432080804024,0.9889829721870957
2008-03-05,10035.75,0.5569743186545035,0.3496582979092045,0.4934789779711412,0.9725865078167554
2008-03-06,10242.39,0.7622744129159069,0.3820275936405772,0.4893474700512268,0.9586676767967215
2008-03-07,10091.86,0.7039942070221179,0.41269106919188425,0.4843781838519348,0.943051683926649
2008-03-10,9817.41,0.6091959260105451,0.44153245512941985,0.4769601989931676,0.9269601201485395
2008-03-11,9914.68,0.814021782908379,0.47593897073845587,0.47311711031116066,0.9131949548809608
2008-03-12,9978.2,0.7813139223645125,0.5093150643941114,0.46949116395637475,0.9004282962872159
2008-03-13,9712.86,0.6492706520363398,0.5342540233588442,0.4654346063242915,0.885478442376065
2008-03-14,9654.2,0.5730471725106764,0.5463633031527574,0.4600828554204044,0.8702611702907633
2008-03-17,9469.74,0.49510071217473656,0.5531728192462032,0.4545222283986214,0.8545296820307852
2008-03-18,9531.68,0.4889215706233889,0.5593357598200102,0.4529589597920978,0.8381128851311623
2008-03-19,9675.44,0.520870360865226,0.5656239384113928,0.45257510485139174,0.8228255908016747
2008-03-20,9862.66,0.6615099267074455,0.5825666939738567,0.4570395907524103,0.8107437122445114
2008-03-21,10084.3,0.6844727545292362,0.5981297494368446,0.461872719713153,0.7986625276010202
2008-03-24,10486.91,0.8256756960216314,0.619476694538706,0.46526106407468915,0.7877188237343651
2008-03-25,10403.8,0.7836020732548559,0.6340157620145203,0.4695056024835941,0.7751539074861513
2008-03-26,10371.78,0.7716487095082267,0.6478797847968922,0.4730161789379528,0.7619210913550021
2008-03-27,10180.07,0.6834003016547368,0.6512924519567753,0.47376975975102276,0.7472017485752123
2008-03-28,10200.8,0.6571351525916348,0.6535494345403168,0.47467894323965854,0.732541103309675
2008-03-31,10140.6,0.6145454448253482,0.6594055470267013,0.4747095371192886,0.7181798355517711
2008-04-01,9959.77,0.5311480916458585,0.6584061594412653,0.4723576294820011,0.7033838280002986
2008-04-02,10179.32,0.6348573938658211,0.6623003132018311,0.470648357843951,0.6920439294902585
2008-04-03,10168.7,0.6602843431638064,0.6572008097142261,0.468668762762528,0.6807946590868739
2008-04-07,10326.56,0.6907754675925851,0.6565398727427496,0.4689344627176922,0.6691760053343232
2008-04-08,10259.2,0.6457794455675997,0.6583690487206022,0.4706497767571659,0.6572683343845586
2008-04-09,10253.39,0.6431974392145862,0.6498278315359126,0.4720217221039512,0.6478256524995524
2008-04-10,10444.39,0.692096146761298,0.6453669427557519,0.4776005335368259,0.6391515462019701
2008-04-11,10539.23,0.6922619499294501,0.6475165076504075,0.4833090862837974,0.6331312070806621
2008-04-14,10519.24,0.6587118145038637,0.6517997397500668,0.48823427721427165,0.6261186895055352
2008-04-15,10557.21,0.6772586275315756,0.6609076355179088,0.49370371866705226,0.6185564053818473
2008-04-16,10724.32,0.7216161344759229,0.6725423637105354,0.5003545507229112,0.6116178720150325
2008-04-17,10753.16,0.736991538554972,0.6833484225950227,0.5048956031076766,0.6055165802220884
2008-04-18,10734.14,0.7666661211219139,0.6886062323157461,0.5066005171298211,0.6004065471197602
2008-04-21,10744.76,0.7492840946270164,0.6918467993206352,0.5109148757211248,0.5948351540514534
2008-04-22,10690.26,0.7295121680719506,0.6870386229231512,0.5147249746895957,0.5908358383675741
2008-04-23,10656.23,0.7594613204716536,0.685831585283991,0.5174484548491141,0.5872774268511313
2008-04-24,10634.76,0.7292317007341695,0.6837107348452881,0.5217882957902024,0.5845831894338716
2008-04-25,10584.48,0.7690473608328579,0.6879930878041942,0.5321307981964961,0.5812101358214966
2008-04-28,10740.35,0.7997239644665746,0.6951225283979412,0.5447556226835977,0.5791299513825701
2008-04-29,10518.13,0.6800478506773183,0.6983976486905397,0.5547076157135659,0.5768211785518166
