date,發行量加權股價報酬指數,sharpe,sharpe_MA_20,sharpe_MA_60,sharpe_MA_100
2014-02-18,12641.57,1.0476713603545467,1.114139737408198,1.2299922666358092,1.1916943074284112
2014-02-19,12672.27,1.0618823350480504,1.11229114244314,1.2258356931816605,1.19280943575723
2014-02-20,12594.87,0.9367379581426261,1.0985522363113929,1.2194153584306966,1.1919757534671374
2014-02-21,12708.98,1.0520089079563044,1.0881644206570362,1.2153892132517645,1.1938046851941293
2014-02-24,12648.05,0.9885745813352831,1.076382346895386,1.2094480400353056,1.1954049154311657
2014-02-25,12670.22,0.9641781049361295,1.0660274345047227,1.2032592438692924,1.1974817760611467
2014-02-26,12707.52,0.970587275893597,1.0575277738857973,1.195718546711297,1.1996674371466405
2014-02-27,12764.71,0.9374131380652956,1.0463634530287922,1.1863780742111631,1.2015143220737654
2014-03-03,12709.17,0.9790396144683609,1.0354111522525997,1.1769378571801816,1.2039173896023343
2014-03-04,12639.07,0.9409224908681479,1.0185633116814032,1.1661300807694848,1.205792309206157
2014-03-05,12754.9,0.9753347285434935,1.005907448984003,1.154018730701776,1.2063248466924856
2014-03-06,12874.36,1.0958657149881237,1.0167146288266966,1.1441206217602446,1.2073121106685363
2014-03-07,12874.61,1.1714662942893506,1.028482476462087,1.139331789880747,1.2095061385625976
2014-03-10,12802.63,1.1033747842872272,1.0349099192777889,1.1344629759063802,1.210946046465219
2014-03-11,12857.42,1.069607439430799,1.0385792256112865,1.1302059573834013,1.2119292739044356
2014-03-12,12831.42,1.1639970801661261,1.0422709386447973,1.1277466870216548,1.214255474995059
2014-03-13,12924.6,1.1555907894686988,1.0402988982671757,1.1251524052436743,1.2168904020151456
2014-03-14,12835.7,1.0747957620266264,1.0388208484466555,1.1226117908710278,1.2178156999344119
2014-03-17,12854.13,1.0760969806218703,1.0397484033323487,1.1206246923998981,1.2191904273732748
2014-03-18,12901.18,1.0496440414914752,1.0407394691191065,1.1194954405541315,1.219081743997787
2014-03-19,12838.42,0.9813158387413043,1.0374216930384446,1.1178387146885516,1.2174132591294848
2014-03-20,12702.29,0.933975088066952,1.0310263306893896,1.1160123298273181,1.2138448719600736
2014-03-21,12672.52,0.9126726473824162,1.0298230651513791,1.1135269878458618,1.209910563636806
2014-03-24,12714.19,0.9890757931067731,1.0266764094089025,1.1117588261782747,1.2067810440015145
2014-03-25,12838.18,1.0964176772390126,1.032068564204089,1.110895539854826,1.2050857307339402
2014-03-26,12909.05,1.2795937243855482,1.0478393451765597,1.1144303992857016,1.2058283082668602
2014-03-27,12971.54,1.2909611898588165,1.0638580408748208,1.1185553037515477,1.2061183183940662
2014-03-28,12964.26,1.332365161522658,1.083605642047689,1.1223586509470458,1.2060501659559748
2014-03-31,13074.55,1.3875734687397667,1.1040323347612593,1.1254785137855592,1.205711738956018
2014-04-01,13109.8,1.4283409346259668,1.1284032569491502,1.1292059414647573,1.2055212235252215
2014-04-02,13157.54,1.3955017169623594,1.1494116063700937,1.1321982635044532,1.2053711054881289
2014-04-03,13132.55,1.3784741441854946,1.1635420278299622,1.1318709279979753,1.2047778237002387
2014-04-07,13114.68,1.325747928201912,1.1712561095255902,1.1293399855183321,1.203018295343383
2014-04-08,13132.12,1.3680002389841817,1.1844873822604378,1.12787927977062,1.2009747581463583
2014-04-09,13194.65,1.3532089123615958,1.1986674559069779,1.127243875123544,1.1997453862911875
2014-04-10,13220.54,1.3918502882431993,1.2100601163108313,1.1298583134433045,1.1992724247730764
2014-04-11,13161.37,1.336444278018441,1.2191027907383183,1.131296147975782,1.1988904105243199
2014-04-14,13086.56,1.2537939063439223,1.2280526979541833,1.130900414608456,1.197901156331183
2014-04-15,13174.17,1.551768392753189,1.2518362685607491,1.1371217646794043,1.2005712201841476
2014-04-16,13184.68,1.5874170931354983,1.2787249211429503,1.1451144095636236,1.2038591722926122
2014-04-17,13214.73,1.5800222604100465,1.3086602422263875,1.1534072242243434,1.207211747034452
2014-04-18,13247.97,1.491718703359829,1.3365474229910315,1.1599549653745203,1.2090161666450805
2014-04-21,13225.12,1.5189320269689206,1.3668603919703566,1.1650785644777097,1.210985906482765
2014-04-22,13259.86,1.6126544031591092,1.3980393224729732,1.170960050846304,1.214176674327434
2014-04-23,13233.58,1.552330624059817,1.4208349698140135,1.1764286269711628,1.2162495308248038
2014-04-24,13216.64,1.5314402015036896,1.4334272936699208,1.1824313577837344,1.2182088740908714
2014-04-25,12963.49,1.359591827863308,1.4368588255701453,1.1860815467769212,1.2175745013157713
2014-04-28,13016.08,1.251747719087851,1.4328279534484047,1.187599016174962,1.2151135636259167
2014-04-29,13108.27,1.2692295704151393,1.4269107585321734,1.1887847485153442,1.2123513329667954
2014-04-30,12989.08,1.2153933054916928,1.4162633770754598,1.1877433152353376,1.2086113752666128
2014-05-02,13101.2,1.2025487250675375,1.4066157274807187,1.1873115942782717,1.203616705191228
2014-05-05,13105.79,1.2078505022332755,1.3980845453831077,1.192780400679922,1.1987976876987607
2014-05-06,13168.26,1.2490115612116295,1.3942477270335938,1.197995437673757,1.196699841240285
2014-05-07,13139.93,1.221052364682076,1.3869003333184884,1.202099211618905,1.1949553286596133
2014-05-08,13195.79,1.1900671678344508,1.3787432460921312,1.2053299758701317,1.1936057148298624
2014-05-09,13134.9,1.1102148527108315,1.3646614743155128,1.2056641764237137,1.1915923303382616
2014-05-12,13015.09,1.0182964703949464,1.3487540839343377,1.202718590979944,1.1886628180807357
2014-05-13,13028.88,0.9911775451459306,1.3356232658744385,1.2008322707584258,1.186302267288341
2014-05-14,13113.43,1.0537224212335667,1.3107209672984574,1.2007685463971849,1.1848862626117802
2014-05-15,13121.71,0.952211403249642,1.2789606828041644,1.199475024355407,1.1832343851219018
2014-05-16,13133.24,0.9397864605129401,1.246948892809309,1.1976769426913803,1.18182505582027
2014-05-19,13150.15,0.9573091869868393,1.2202284169906596,1.19593405689036,1.1809625658927292
2014-05-20,13132.26,0.9801386300873031,1.1932887471465787,1.1966574014227715,1.1801460205309042
2014-05-21,13095.15,0.9507771535931135,1.160194884668279,1.1949702055167184,1.1787021371352153
2014-05-22,13253.58,0.9834322918516916,1.1317499680578726,1.1948845006919917,1.1770543114872727
2014-05-23,13310.6,0.9473014087854732,1.102543028421962,1.1946032224228142,1.1758523039897975
2014-05-26,13351.82,0.9981089538034537,1.084468884718969,1.195061917054645,1.1753987243087514
2014-05-27,13380.3,1.007572166513801,1.0722601070902669,1.1962312341954535,1.1744328026759618
2014-05-28,13478.45,1.064079444474471,1.0620026007932333,1.1976485646955553,1.1730697801364167
2014-05-29,13459.67,1.0347951571421,1.0529726933757535,1.1992131091334544,1.171370778969097
2014-05-30,13410.77,1.1902903892914727,1.0523597765869503,1.2027957034792542,1.1711140589162057
2014-06-03,13481.03,1.267856736435711,1.0553600882970722,1.2056622205033807,1.1698114835348212
2014-06-04,13475.99,1.190404898023828,1.052429755137682,1.2059778638989551,1.1669394877452544
2014-06-05,13506.67,1.2297424237094314,1.0528642580890497,1.2080839912226586,1.1646804861438798
2014-06-06,13497.41,1.1450771635032444,1.0506147578724896,1.2093418199571995,1.1622179258670506
2014-06-09,13539.2,1.2830775082593873,1.0592578906499173,1.2113264937587538,1.1626988610590687
2014-06-10,13627.81,1.3280481488671758,1.074745474573529,1.2142007830820618,1.1634776004870426
2014-06-11,13638.78,1.397575740378866,1.0950653843351756,1.2195804493879323,1.1646779788069965
2014-06-12,13601.71,1.3832433615255966,1.111541431349777,1.2246995557363278,1.1667255385372892
2014-06-13,13589.51,1.3854619278623157,1.1332039575804107,1.2302965205091752,1.1695015738150891
2014-06-16,13599.18,1.4948440275907198,1.1609568359342997,1.2388553236566655,1.173625480283328
2014-06-17,13655.75,1.533031435706248,1.1897429483702702,1.2488395961173204,1.177967252296898
2014-06-18,13715.55,1.5014203576117398,1.215807034746492,1.2586520579544758,1.1808662950652398
2014-06-19,13770.13,1.5896040821561557,1.2477483811746441,1.2686608627719655,1.184164683676367
2014-06-20,13706.67,1.7641563681620458,1.2867845849901618,1.279789840954016,1.1895640867923047
2014-06-23,13647.54,1.738718473630898,1.3263554382324332,1.287441920108105,1.1952385080011196
2014-06-24,13683.8,1.7012492166186954,1.3615124513731953,1.2942800538874366,1.2008451952845856
2014-06-25,13677.97,1.6761340105512457,1.3949405435750672,1.3000095347045797,1.2059995398380439
2014-06-26,13799.93,1.757796824634841,1.429626412583086,1.3061799239694976,1.2115966517844703
2014-06-27,13789.21,1.89374431065724,1.472573870258843,1.313936646903352,1.217755301868122
2014-06-30,13919.39,2.1203406130297364,1.5190763814457562,1.3260172951711418,1.2266741881735044
2014-07-01,14008.09,2.223367126392573,1.5668519009435993,1.3400988448745932,1.2401106382560876
2014-07-02,14073.18,2.400199375879927,1.6273416248364043,1.3580063690025599,1.2547515385990713
2014-07-03,14150.71,2.3220402298061074,1.6819565151412381,1.3739070355162586,1.2682236816174006
2014-07-04,14147.69,2.208847166145136,1.7351450152733325,1.3881676730793175,1.2803499401512435
2014-07-07,14167.45,2.0480144540847354,1.7733918625646,1.39910374251001,1.2899284564971316
2014-07-08,14187.05,2.089306550554339,1.811454782648958,1.411651447052275,1.2988712060324639
2014-07-09,14143.48,2.079786102779929,1.8455653007690114,1.4254179836595418,1.3086254994758926
2014-07-10,14265.25,2.263037911443278,1.8895550282648952,1.4372724756377098,1.3206804197612456
2014-07-11,14164.84,2.2015731837124255,1.9303605910574007,1.4475084104806586,1.3323979243408064
2014-07-14,14248.39,2.1384009658515066,1.9625384379704403,1.4568147222380161,1.3433052203957763
2014-07-15,14324.83,2.339272747860918,2.002850503578174,1.470940622979701,1.356079124523905
2014-07-16,14217.5,2.1568909159405214,2.0356240314946126,1.4815732711292278,1.368280654101884
2014-07-17,14131.31,2.038149391949251,2.0580512969842673,1.4886648542757301,1.3781420589418132
2014-07-18,14123.25,1.8581044288928859,2.0627487000208093,1.4937610843562814,1.3868373574173893
2014-07-21,14185.04,1.8489291612681205,2.0682592344026705,1.499052567019022,1.3956848679807092
2014-07-22,14275.64,1.8628495707918542,2.0763392521113286,1.507440196067831,1.404607490929692
2014-07-24,14332.24,1.8850807099312523,2.086786587080329,1.517995745915221,1.4140841666483517
2014-07-25,14205.41,1.7558052763490897,2.086687009666041,1.52610534101412,1.4218518232671586
2014-07-28,14179.32,1.8154594584956867,2.0827727670579637,1.5361064435641867,1.430597192943434
2014-07-29,14143.74,1.9800257362591696,2.0757570232194356,1.549064393750714,1.4406441030205905
2014-07-30,14233.38,1.9840420359944095,2.063790768699527,1.5620009193133995,1.4495258662306538
2014-07-31,14045.85,1.6993222317884278,2.028746911494952,1.5695060971563461,1.4548044256056445
2014-08-01,13981.9,1.665523178721332,1.9959210589407133,1.5769139440570004,1.4604259095499856
2014-08-04,14080.22,1.764863784206461,1.9737218898437796,1.5864938876632004,1.4673784729977422
2014-08-05,13799.12,1.5366562304864215,1.9481539786638638,1.5936012439594605,1.4711050645009451
2014-08-06,13810.94,1.630080808501677,1.925192691561231,1.6037976495945725,1.4758499646912748
2014-08-07,13802.59,1.5260040159719765,1.897503587220833,1.61271142410834,1.4803620472307284
2014-08-08,13734.72,1.5438991196100242,1.8615466476291704,1.620881035747948,1.4850400686206098
2014-08-11,13877.16,1.697898355857181,1.8363629062364084,1.63330915162474,1.4915226117642668
2014-08-12,13863.92,1.630195948142544,1.81095265535096,1.6448159764185668,1.4980114128582793
2014-08-13,13981.02,1.6630993184182805,1.7771439838788283,1.6565791452757572,1.5053026551617927
2014-08-14,13994.5,1.8124525078202833,1.7599220634728163,1.6704510432379738,1.5143004537661713
2014-08-15,13958.89,1.9508062003696058,1.755554903893834,1.687118194017582,1.5239177578387995
2014-08-18,13860.15,1.8736597336693677,1.7563326691326584,1.7019553180478766,1.5316901784031032
2014-08-19,14021.51,2.0535625395932047,1.7665643380489127,1.7203930035613386,1.5394298665551798
2014-08-20,14089.9,2.042164854695625,1.775530102244101,1.7377939352428748,1.5469419032035479
2014-08-21,14042.36,1.9014115408498136,1.776346643790029,1.752691258148475,1.5526323669968196
2014-08-22,14235.45,2.0695150461104634,1.7920321322780979,1.7694485181757418,1.5594517827705265
2014-08-25,14255.34,2.1671690385760214,1.8096176112821145,1.7883214161996404,1.5668400638100268
2014-08-26,14263.04,2.124973099115297,1.816864979424921,1.8038994613633708,1.5741347776315564
2014-08-27,14404.3,2.2501093881602587,1.8301683470332133,1.820270338892113,1.5828511300713037
2014-08-28,14417.62,2.3587402875277257,1.8631392498201784,1.839742595383845,1.5931810536645619
2014-08-29,14355.86,2.335166197757055,1.8966214007719646,1.8581663249513052,1.6028527132522907
2014-09-01,14473.43,2.3389159621321864,1.9253240096682507,1.8780636382617877,1.6127097837499966
2014-09-02,14303.09,2.1689446786875877,1.956938432078309,1.8928280911022575,1.6204807276544406
2014-09-03,14380.67,2.326885546358085,1.9917786689711292,1.9094753810604392,1.6303851403378369
2014-09-04,14348.55,2.2967183291534696,2.0303143846302043,1.9244610908733497,1.6408143845659324
2014-09-05,14320.25,2.1619244800080204,2.061215652650104,1.9374391095147232,1.6469159454384807
2014-09-09,14361.1,2.070764498655975,2.0798589597900436,1.9488608190279506,1.6517494194936857
2014-09-10,14243.68,1.9543055596890082,2.0960644403673667,1.956518511229589,1.6554922524864752
2014-09-11,14190.93,1.8522805222722187,2.1055235005600634,1.9618393293390217,1.659097870675599
2014-09-12,14040.06,1.7356632877489402,2.1016840395564964,1.965743378174642,1.6612651832833993
2014-09-15,14031.35,1.627865740914674,2.08553701658375,1.9663810724872839,1.661417296660955
2014-09-16,13903.39,1.5314273035388017,2.068425395077221,1.962502254743563,1.6612082634557448
2014-09-17,13999.46,1.5570765189042108,2.0436010940427716,1.9594748888314517,1.6614646266297501
2014-09-18,14063.2,1.581273190816448,2.020556510848813,1.9574752884014144,1.6636814402592812
2014-09-19,14068.41,1.584560003044797,2.004713933958562,1.9559490549429732,1.6670095630988506
2014-09-22,13907.34,1.4346483158691254,1.9729705974464953,1.9505632464635447,1.6686637505533906
2014-09-23,13831.59,1.4516120644376402,1.9371927487395761,1.943194375693218,1.67102593814285
2014-09-24,13852.97,1.5008282222910607,1.9059855048983643,1.9328691691809068,1.6740087331150855
2014-09-25,13720.67,1.2654336012415568,1.8567517155524293,1.9169036104283899,1.6745845641051682
2014-09-26,13687.59,1.2469729525213304,1.8011633488021093,1.89768317003908,1.6745641780182652
2014-09-29,13643.44,1.2654923745406053,1.747679657641287,1.8800740391179884,1.6750085781168504
2014-09-30,13652.82,1.1733770268021215,1.6894027108747838,1.8628162034622713,1.674841676706527
2014-10-01,13688.43,1.1921012209305566,1.6405605379869321,1.848550982909702,1.6756605403887246
2014-10-02,13665.49,1.1937835672235728,1.5839054390302068,1.8336255998541888,1.6774154113570106
2014-10-03,13865.1,1.4660651423242188,1.542372779688744,1.8233969171799271,1.6821642873287936
2014-10-06,13848.15,1.3969670821098321,1.5041249097938347,1.808962403357703,1.6855967339375562
2014-10-07,13765.43,1.4075656703950894,1.4709649683807906,1.7957289448024139,1.6901502766090106
2014-10-08,13635.06,1.2843853791819717,1.4374689593554386,1.7814953516912553,1.6935962657957009
2014-10-09,13652.2,1.2607998906872682,1.4078949277761912,1.7635208040716945,1.6966311728327055
2014-10-13,13263.86,0.7664728409390488,1.3594354054356965,1.7403471694883366,1.694494514941223
2014-10-14,13351.45,0.8244231355552424,1.319263275167725,1.7201183985484363,1.6932309747608443
2014-10-15,13179.56,0.7265361575145198,1.279018717866511,1.701258927358797,1.6906620134174724
2014-10-16,13146.35,0.6519660869771828,1.2337631962701594,1.6813095427872813,1.6877086601993896
2014-10-17,12962.43,0.544608036181683,1.1819299385384212,1.6593388505437785,1.6831736510231716
2014-10-20,13191.22,0.7026487408945604,1.1378343754309093,1.6396316510598337,1.6801244167669793
2014-10-21,13178.29,0.7839528692521036,1.1052996031000581,1.6234341109415504,1.6773231510147557
2014-10-22,13321.71,0.7797710123689466,1.0717075504966236,1.6061726368394382,1.6747729095670243
2014-10-23,13294.67,0.8021581650582704,1.036774047634984,1.5865415106527565,1.6708915873246921
2014-10-24,13165.15,0.6549163255338253,1.0062481838495976,1.5643894154784133,1.6647621832156734
2014-10-27,13137.39,0.5586518864126374,0.9718321305441628,1.5453782430554837,1.6584446530995611
2014-10-28,13359.35,0.7391504433871895,0.945515033986492,1.5299386974665812,1.6535387332963387
2014-10-29,13557.61,0.8746388438123062,0.9305781248370012,1.5151016151266787,1.6508343500994294
2014-10-30,13533.83,0.8860318339260087,0.9152746554867738,1.504257875184005,1.6468638933560955
2014-10-31,13666.06,0.9526980350676651,0.9032203788789784,1.492968162293438,1.6431103922181007
2014-11-03,13711.89,1.0632562460167996,0.8830799340636075,1.485255699460852,1.63976719727448
2014-11-04,13688.01,0.978748913518403,0.8621690256340362,1.4758365293593247,1.635722252794408
2014-11-05,13647.54,0.9351982587132873,0.8385506550499461,1.4631248610735932,1.631219616102918
2014-11-06,13538.54,0.8073902480212812,0.8147008984919115,1.4494114327382388,1.6243450783072233
2014-11-07,13571.43,0.847387976017962,0.7940303027584462,1.4358162436982338,1.6174886437103404
2014-11-10,13780.59,1.0558165384481188,0.8084974876338997,1.4232056442086976,1.6130326055187043
2014-11-11,13756.52,1.0784070853186407,0.8211966851220696,1.4086656589578481,1.607920635550329
2014-11-12,13581.11,1.0598500552906691,0.8378623800108771,1.395102164318203,1.6008775724216153
2014-11-13,13675.1,1.1005313205777463,0.8602906416909052,1.3792183106679454,1.5944957008910838
2014-11-14,13678.46,1.1008449281032613,0.8881024862869842,1.3635296452247394,1.5884916580059296
2014-11-17,13528.49,1.0552887657751442,0.9057344875310133,1.349427598973495,1.5822832055581686
2014-11-18,13489.93,1.083468122307844,0.9207102501838005,1.3329934835767847,1.5755399185348986
2014-11-19,13648.55,1.1727725309822072,0.9403603261144635,1.316420208450221,1.5683302007381483
2014-11-20,13824.62,1.396035124084709,0.9700541740657853,1.3042712421997114,1.5610871458486977
2014-11-21,13843.91,1.37432062297985,1.0060243889380867,1.289674762780038,1.5525966808145708
2014-11-24,13890.8,1.358288207334541,1.0460062049841816,1.2730005614434847,1.5421775691291169
2014-11-25,13881.53,1.3356495039208216,1.0758311580108633,1.2563419498795476,1.532313661870264
2014-11-26,13890.9,1.2669307519955995,1.095445753420028,1.2384755297106045,1.5228944977287688
2014-11-27,13956.24,1.376459149314841,1.1199671191894696,1.2252674375543922,1.5161789446810696
2014-11-28,13989.51,1.5309944216312452,1.1488819385176485,1.2120025854756113,1.5105958233918386
2014-12-01,13883.77,1.4350821591406604,1.1674732341738416,1.1976419826420643,1.5041487839554464
2014-12-02,13757.5,1.2655471049913938,1.1818131437474912,1.1827023597251207,1.4941738758909273
2014-12-03,13971.4,1.331881560206259,1.2016473088221398,1.1703876440842922,1.4854769596558655
2014-12-04,14047.32,1.328645722441109,1.227710082543131,1.1599599801301603,1.4773794072217614
2014-12-05,14019.08,1.2375330720398547,1.2472173373442257,1.1497141892929543,1.466362010463551
2014-12-08,13989.72,1.1690032509446506,1.2528766729690524,1.140269855346216,1.4564831338135924
2014-12-09,13900.81,1.0984744153991242,1.2538800394730765,1.1314466665876237,1.447086384048091
2014-12-10,13753.49,1.018801750071445,1.2518276242121154,1.1229029073631678,1.4386933572598763
2014-12-11,13724.43,0.970913390509283,1.2453467277086923,1.1131335218899188,1.4299131995522885
2014-12-12,13746.14,1.0338976089938277,1.2419993617532206,1.1040105955262085,1.4216236799343078
2014-12-15,13682.65,0.9985073315293229,1.2391602900409295,1.0942430510009509,1.4127579461502888
2014-12-16,13629.79,0.87919316794185,1.2289465423226296,1.0849854652021629,1.4039918250662162
2014-12-17,13443.16,0.746290070020067,1.2076224192745226,1.0732300986285366,1.3933001311814601
2014-12-18,13519.71,0.8086407214810483,1.1782526991443396,1.061693640281703,1.381586281033679
2014-12-19,13703.79,1.0098986324747365,1.160031599619084,1.0574347241355893,1.371844846998482
2014-12-22,13849.19,1.0857638048279319,1.1464053794937537,1.054747905007366,1.365709262728877
2014-12-23,13853.31,1.160529423878873,1.1376493754916561,1.0529985224963372,1.3606593251804526
2014-12-24,13988.02,1.2033121016928152,1.1344684429765168,1.053497440411182,1.355043808355316
2014-12-25,13946.19,1.179598685066997,1.1246254197641248,1.053289064813456,1.3514732329011219
2014-12-26,14030.5,1.1714980935467054,1.1066506033598977,1.052917640252175,1.3468874057515723
2014-12-27,14037.24,1.1746772057498887,1.0936303556903593,1.0480611746426027,1.3433741376493513
2014-12-29,14140.45,1.1888363438883789,1.0897948176352084,1.0445923290055785,1.339823509892135
2014-12-30,14113.28,1.1774718003395261,1.0820743296418718,1.0407574311713192,1.3346192443369587
2014-12-31,14172.4,1.19657282320598,1.0754706846801152,1.0392938885717193,1.3302830130875927
2015-01-05,14121.92,1.1436773596513878,1.070777899060692,1.0373418463877881,1.3250887934999236
2015-01-06,13778.14,0.8473073451638978,1.0546931037716543,1.0386890881248687,1.3154373418733598
2015-01-07,13826.48,0.7889835440997763,1.0392185602066868,1.0380984282672778,1.3038191153106615
2015-01-08,14066.99,0.9464732078779478,1.035602133097012,1.0417640457733348,1.2945472500527473
2015-01-09,14032.8,0.9235838877700725,1.0332356579600517,1.046291009119883,1.2832474635345161
2015-01-12,13976.03,0.9573552698358393,1.029408541002152,1.0531701296807856,1.2723993676859182
2015-01-13,14057.49,1.0576680074477753,1.0323665747980748,1.0590871174566725,1.2639619323518978
2015-01-14,13978.97,0.9938327202166897,1.038098552411817,1.062585114972749,1.2532051090929601
2015-01-15,13955.91,0.9343374630458855,1.0475009220631077,1.0651612224840312,1.2408767933376588
2015-01-16,13915.11,0.9518658943452896,1.05466218070632,1.0676563513054815,1.2291457212899588
2015-01-19,13969.58,0.9709254643765137,1.0527135223014086,1.072923170286193,1.2163538820521211
2015-01-20,14087.79,1.0057288214905087,1.0487117731345372,1.080374452537491,1.202823767391749
2015-01-21,14191.36,1.0877879767274359,1.0450747007769656,1.0861850780931617,1.190349985181453
2015-01-22,14267.19,1.0792095614439101,1.0388695737645204,1.0895945900536885,1.17775292117457
2015-01-23,14421.64,1.1603300991336083,1.0379061444678508,1.0941662278071482,1.1676667753790302
2015-01-26,14431.89,1.183336812676621,1.0384980804243467,1.0980102074339644,1.1562312880422154
2015-01-27,14498.77,1.1974687585999264,1.0396376580668485,1.1002470826436832,1.14523879233668
2015-01-28,14482.51,1.210021760046172,1.040696928874738,1.1041016300858126,1.1357197651370616
2015-01-29,14354.58,1.1026648809815263,1.0369565829068381,1.10689274045695,1.1260387689603173
2015-01-30,14255.62,1.0712722852476937,1.0306915560089238,1.1112907744107232,1.117208436215904
2015-02-02,14293.82,1.091291987102734,1.0280722873814914,1.1153558412621363,1.1095985508642092
2015-02-03,14387.81,1.2989708900616106,1.0506554646263768,1.119408413789028,1.105231626887336
2015-02-04,14487.09,1.6014345544151491,1.0912780151421455,1.1281255382739697,1.1049673150223407
2015-02-05,14484.24,1.5502511810178483,1.1214669137991404,1.1362988903694229,1.1051555537971312
2015-02-06,14399.17,1.4157377625922367,1.1460746075402486,1.1415523310696643,1.1037421662340114
2015-02-09,14346.36,1.3764930502788972,1.1670314965624018,1.146146466439258,1.101694364828636
2015-02-10,14304.03,1.3083062752102685,1.1795634099505263,1.1503634249298433,1.0989318275502906
2015-02-11,14408.36,1.2899544626510349,1.1943694970722434,1.1538048639355634,1.0974848890181097
2015-02-12,14460.27,1.369920924150715,1.216148670127485,1.1570906704883719,1.0966679776152404
2015-02-13,14510.83,1.3532089483363843,1.2362158228270397,1.1563769008925664,1.0951917848756936
2015-02-24,14662.89,1.4363442399440822,1.2594867616054182,1.1574106278419702,1.096900891262719
2015-02-25,14769.74,1.4614753351021172,1.2822740872859986,1.159130413304763,1.0990459150885268
2015-02-26,14651.82,1.3634448881406667,1.29605693285666,1.1595936697084275,1.1000254402245273
2015-03-02,14620.23,1.40118868838016,1.3121558892034726,1.1618313019815034,1.102303556840308
2015-03-03,14626.95,1.327474282971738,1.3205130983953792,1.1610148875424515,1.1036572874607196
2015-03-04,14651.25,1.3874878687053265,1.3307206511968144,1.158623111660353,1.1055943304755373
2015-03-05,14610.68,1.3459640954650927,1.3381454180400727,1.1571378105990933,1.104393320006946
2015-03-06,14687.87,1.3662230395520176,1.345955482015365,1.1588157428417707,1.1040858795813677
2015-03-09,14561.8,1.2443167705145812,1.3530380764920178,1.1573563296802425,1.1024533905825626
2015-03-10,14521.51,1.2592847917888226,1.3624387018190742,1.156200314169371,1.1022023847086313
2015-03-11,14501.2,1.2982203094242835,1.3727851179351516,1.157211768125778,1.1025765888960013
2015-03-12,14612.07,1.2857438788093831,1.3721237673725404,1.1591574452568572,1.1077692992747048
2015-03-13,14586.72,1.188832511929261,1.3514936652482459,1.1606634135323595,1.1114133930384449
2015-03-16,14485.55,1.1231345749197825,1.3301378349433426,1.1624022939464984,1.1153793772124976
2015-03-17,14525.95,1.2006168855422332,1.3193817910908425,1.166230685530381,1.120865885198148
2015-03-18,14699.53,1.264128840850932,1.313763580619444,1.1700678727279992,1.1280610932448405
2015-03-19,14826.37,1.3570463807652928,1.3162005858971955,1.1760435235485989,1.1346050696435477
2015-03-20,14846.1,1.3059798286024615,1.3170018541947666,1.1831566345596092,1.1398253392370514
2015-03-23,14858.89,1.3789415114864878,1.3174528835615553,1.193700825250716,1.1458170442282267
2015-03-24,14818.64,1.3409051303246564,1.3168376926609688,1.2025718987314427,1.1512045138808906
2015-03-25,14721.45,1.2464437429217516,1.3073426678098525,1.206514317238893,1.1571197880547701
2015-03-26,14647.28,1.2447807524821217,1.2965079386788525,1.2091645996997964,1.1639810767154648
2015-03-27,14471.56,1.2305509459278687,1.2898632415682127,1.2103316250672793,1.1688950817408716
2015-03-30,14499.19,1.2692059613462614,1.2832641052165177,1.2114298560615038,1.172840752916211
2015-03-31,14597.52,1.2990370251185634,1.2818422423238591,1.2134204950623628,1.1769708048281367
2015-04-01,14477.55,1.1376734886954094,1.2693515233233632,1.2128567516481747,1.178820559364414
2015-04-02,14618.65,1.1728515317187862,1.2606958951360479,1.2128263237476564,1.179916512221434
2015-04-07,14681.97,1.1684730159401342,1.2508083939554537,1.212486934948519,1.1818137532456512
2015-04-08,14575.48,1.105718477823152,1.2438784793208824,1.211291046239913,1.18351895543675
2015-04-09,14569.5,1.0284505722762585,1.232336768345254,1.2084890087244173,1.1857295586792997
2015-04-10,14645.11,1.05011549730434,1.2199315277392568,1.2069296443519666,1.1877568338921634
2015-04-13,14719.46,1.0625214648874126,1.2087704070431584,1.2105165463473584,1.1878238831565566
2015-04-14,14682.46,1.056867209923854,1.2021721419428881,1.214981274111093,1.1876084844026087
2015-04-15,14526.9,0.9693664378935614,1.194483735091577,1.2153628279446869,1.1867036482286375
2015-04-16,14704.76,1.0609747299216863,1.1875016273105496,1.21765267531388,1.1863080823220769
2015-04-17,14573.9,0.9370995100269797,1.171150160769352,1.2173150793170662,1.1846706281413142
2015-04-20,14546.37,0.902885319572133,1.148442107709694,1.214735367852472,1.183146593679284
2015-04-21,14517.63,0.9256878311762367,1.1294275078383829,1.2135996197017975,1.181568790767968
2015-04-22,14637.96,1.0485305588664233,1.1129069602073796,1.2155028379654733,1.18032637104681
2015-04-23,14918.89,1.1452465122108566,1.1031240293016897,1.2187258482632328,1.1778184849280715
2015-04-24,15095.2,1.235631423873468,1.1025834133492753,1.2231376142548487,1.1764315929370077
2015-04-27,15186.32,1.2670410842093178,1.1036964299356353,1.2274928186334955,1.1755191217057555
2015-04-28,15161.52,1.2309140086450985,1.1037145830714965,1.22987825249879,1.1744717667529982
2015-04-29,15004.68,1.1510084730874492,1.0978047086585563,1.2310749010261821,1.1733125439639167
2015-04-30,14953.23,1.0981128191675902,1.0877584983610074,1.230037946360082,1.1705290806624442
