date,PR5,PR25,PR50,PR75,PR95,平均數,sharpe,sharpe_MA_20,sharpe_MA_60
2012-06-15,97.425,99.9,102.55,108.075,159.5,110.56693037974684,-2.3526517889685468,-2.3443927700384877,-2.1958211963302006
2012-06-18,97.80000000000001,99.9375,102.7,108.1,159.5,110.85300632911394,-2.2797143114858773,-2.341228055071451,-2.198265459945864
2012-06-19,97.80000000000001,99.95,102.625,108.0,159.5,110.89382911392404,-2.253040988246144,-2.3371333960785057,-2.2018491647518372
2012-06-21,97.755,99.95,102.875,108.375,159.29999999999995,110.8617924528302,-2.199489774427183,-2.331779134311234,-2.204246780495699
2012-06-22,97.7975,99.9875,103.0,109.0,159.10000000000002,110.84031249999998,-2.161043343786616,-2.3238751860374007,-2.2083693104915243
2012-06-25,97.8,100.0,103.0,109.0,159.0,110.79719626168225,-2.063396583458556,-2.308725983030797,-2.21015153746019
2012-06-29,97.75750000000001,100.0,103.0,109.0,158.95,110.88695652173915,-1.9124287022354574,-2.2874893724199103,-2.2091382613553585
2012-07-02,97.9,100.0,103.0,109.0,158.95,111.04503105590062,-1.9023682747514277,-2.268512643322798,-2.2069013687345005
2012-07-03,97.9,100.0,103.0,109.0375,158.95,111.19006211180124,-1.7996566384811878,-2.2503162053203845,-2.203649995083219
2012-07-04,98.0,100.0,103.0,109.3125,158.95,111.27701863354037,-1.77135745759889,-2.2281360927081666,-2.2000447812689523
2012-07-05,97.9,100.0,103.0,109.05,158.0,111.04283489096574,-1.830171541190819,-2.2087695140658683,-2.1976580342728385
2012-07-06,97.995,100.0,103.0,109.1375,158.05,111.06234375,-1.820052274721792,-2.1870417947234673,-2.194051360154311
2012-07-09,97.995,100.0,103.0,109.0125,158.05,110.965625,-1.8800139852910072,-2.1598815308298174,-2.1907064942577885
2012-07-10,98.0,100.0,103.0,109.0,158.05,110.89000000000001,-1.9101677880198469,-2.134017729772353,-2.1877233465161057
2012-07-11,97.995,100.0,103.0,109.0,158.05,110.91843749999998,-1.9645396998892262,-2.1143631240744023,-2.1858486355766042
2012-07-12,98.0,100.0,103.0,109.0,158.0,110.82196261682243,-2.0724673766259163,-2.0976798522712414,-2.1856861232010387
2012-07-13,98.0,100.0,103.0,108.775,158.05,110.74078125000001,-2.0967111577217925,-2.0814071120564424,-2.186058134145521
2012-07-16,97.9475,100.0,103.0,108.775,158.05,110.63125,-2.208996400653314,-2.0691920625398503,-2.1900828645743564
2012-07-17,97.94250000000001,100.0,103.0,108.25,158.05,110.57484374999999,-2.235895135208618,-2.0576872573429066,-2.1951627176694046
2012-07-18,97.95,100.0,103.0,108.0,158.05,110.54,-2.263235795986683,-2.048869950937445,-2.199831606868636
2012-07-19,97.95,100.0,103.0,108.55,158.0,110.74922118380063,-2.1263872285055094,-2.0375567229142932,-2.201869461448191
2012-07-20,98.0,100.0,103.0,108.64999999999999,157.69999999999993,110.71141975308642,-2.0063562268444586,-2.0238888186822224,-2.20105448395844
2012-07-23,97.84,100.0,102.8,108.1,157.60000000000002,110.50461538461539,-2.015764219409442,-2.012024980240387,-2.1998708363273716
2012-07-24,97.64,100.0,102.75,108.0,157.79999999999995,110.49705882352941,-1.9477047167766293,-1.9994357273578598,-2.197318443853436
2012-07-25,97.64,99.95,102.8,108.0,157.79999999999995,110.40077399380804,-2.013988867792288,-1.9920830035581432,-2.194433187997597
2012-07-26,97.64,99.95,102.6,108.0,157.79999999999995,110.3732198142415,-1.9816838334584475,-1.9879973660581378,-2.1908013274857603
2012-07-27,98.0,99.95,102.6,108.05,157.79999999999995,110.44659442724458,-1.8980068905244303,-1.9872762754725861,-2.1857810139031133
2012-07-31,97.92,99.9,103.0,108.45,157.60000000000002,110.57123076923075,-1.954083084509545,-1.989862015960492,-2.181590302010155
2012-08-01,98.0,99.95,103.0,108.7,157.69999999999993,110.60802469135803,-1.9633394402343414,-1.9980461560481497,-2.1761092792813224
2012-08-03,98.0,100.0,102.95,108.0,157.5,110.52730061349693,-2.0087211470461477,-2.0099143405205124,-2.1719164167160874
2012-08-06,98.0,100.0,103.0,108.75,155.7,110.60351681957187,-1.9077551651657774,-2.0137935217192604,-2.166024899952325
2012-08-07,98.0,100.0,103.0,109.0,155.7,110.54969418960245,-1.9238499170673464,-2.0189834038365384,-2.161635063551664
2012-08-08,98.0,99.9875,103.0,109.0,157.29999999999995,110.62057926829269,-1.9695715711135489,-2.0234612831276655,-2.158413961925374
2012-08-09,97.935,100.0,103.0,109.0,157.29999999999995,110.85868902439023,-1.9397069986126692,-2.0249382436573065,-2.154408855704583
2012-08-10,97.935,100.0,103.0,109.48750000000001,157.29999999999995,111.03673780487806,-1.8530513917186298,-2.019363828248777,-2.148046035268774
2012-08-13,98.0,100.0,103.0,109.5625,157.29999999999995,111.2001524390244,-1.8793171087017841,-2.0097063148525702,-2.1415284536765347
2012-08-14,97.935,100.0,103.0,109.88749999999999,157.29999999999995,111.22926829268292,-1.8526082449597627,-1.9975011692144686,-2.13400736755559
2012-08-15,97.935,100.0,103.05,110.0,157.29999999999995,111.31661585365856,-1.7801769860995673,-1.9760601984867816,-2.1249759988607946
2012-08-16,98.0,100.0,103.4,110.0,157.29999999999995,111.4984756097561,-1.662658389545413,-1.947398361203621,-2.114241476171229
2012-08-17,98.0,100.0,103.15,110.0,157.29999999999995,111.66692073170732,-1.3503772838344765,-1.901755435596011,-2.0981224457889454
2012-08-20,98.0,100.0,103.0,110.0,157.29999999999995,111.58948170731706,-1.1941784878539279,-1.8551449985634316,-2.0790314971720707
2012-08-21,98.0,100.0,103.19999999999999,110.1875,158.0,111.6890243902439,-1.0437187654662712,-1.8070131254945223,-2.057376666416065
2012-08-22,98.0,100.0,103.75,110.45,158.0,111.71960486322189,-1.1619513971893958,-1.7643224843835204,-2.0378269535674707
2012-08-23,98.0225,100.0125,103.7,110.875,155.55,111.86348484848484,-1.068582573941919,-1.7203663772417843,-2.017193746303626
2012-08-24,98.0,100.0,104.0,110.57499999999999,155.55,111.95575757575756,-1.0228331391626087,-1.6708085908103005,-1.995588926801948
2012-08-27,98.0,100.05,104.0,111.0,155.59999999999997,112.13009118541034,-1.0318559491579908,-1.6233171965952777,-1.973346848561404
2012-08-28,98.02,100.0,104.0,110.5,155.59999999999997,112.00577507598784,-1.0770920445753032,-1.5822714542978213,-1.9523457007301062
2012-08-29,98.0,100.025,103.95,110.325,155.55,111.99045454545454,-0.9902309636063114,-1.5340788482526597,-1.9308178358453165
2012-08-30,98.0,100.025,103.725,110.75,155.55,112.05575757575755,-0.8806932139932916,-1.479946536940607,-1.9094362994363803
2012-08-31,98.155,100.0,103.65,110.85,156.0,112.11099397590361,-0.6790498994773722,-1.4134629745621683,-1.8838378025969496
2012-09-03,98.0,100.0,103.55,111.1,156.39999999999998,112.27147147147147,-0.5055815487118291,-1.343354293739471,-1.8553057765082
2012-09-04,98.1,100.175,103.975,111.5,156.45,112.42816265060242,-0.5209243359309683,-1.273208014682652,-1.8264110710808859
2012-09-05,98.125,100.025,103.9,111.95,156.5,112.41480362537766,-0.54740088668839,-1.2020994804613943,-1.795147431472959
2012-09-06,98.1,100.05,103.8,111.725,155.5,112.29486404833837,-0.5068940004185795,-1.1304588305516896,-1.763138267993783
2012-09-10,98.11,100.375,104.0,111.525,156.89999999999998,112.592921686747,-0.3986622589009745,-1.0577393739108067,-1.7304887754113285
2012-09-11,98.365,100.3,104.0,111.4,156.0,112.64156626506023,-0.31161129582798464,-0.9793540832671168,-1.6955800834636428
2012-09-12,98.2825,100.2375,104.0,111.92500000000001,156.89999999999998,112.75918674698796,-0.3473863212381193,-0.9040929870810347,-1.6610004227839819
2012-09-13,98.2825,100.1875,103.95,111.675,155.45,112.69096385542171,-0.3982518690223524,-0.8349967312271739,-1.626749664084602
2012-09-14,98.5,100.4375,104.025,111.92500000000001,155.45,112.69939759036146,-0.41418315931155497,-0.7725729697154811,-1.592552862754003
2012-09-17,98.275,100.475,103.9,112.0,155.5,112.66465256797584,-0.17353455372077195,-0.7137308332097958,-1.5547854065810838
2012-09-18,98.4325,100.475,104.0,112.0,155.45,112.61084337349398,-0.16423000719507788,-0.6622334091768534,-1.5183117102181927
2012-09-19,98.475,100.2,104.0,112.25,155.5,112.61465256797584,-0.06324310686169762,-0.6132096262466246,-1.4813705234744565
2012-09-20,98.4725,100.275,104.0,112.475,155.55,112.6421212121212,-0.09353516239237503,-0.5597888145067735,-1.445378759710227
2012-09-21,98.5,100.5,103.92500000000001,112.11250000000001,156.0,112.67984848484848,0.0780348660458949,-0.5024579425073828,-1.4074200157023422
2012-09-25,98.5,100.25,103.975,112.825,156.0,112.6769696969697,0.060232683935155976,-0.4483046513524947,-1.370398748573646
2012-09-27,98.3725,100.2,103.92500000000001,111.7875,155.55,112.51287878787879,0.09489469282184834,-0.3919671192535027,-1.334427227302306
2012-09-28,98.32249999999999,100.325,103.82499999999999,112.225,155.55,112.63651515151516,0.2847766957453425,-0.3238736822374705,-1.2978071373359592
2012-10-01,98.32249999999999,100.1875,104.0,112.15,155.55,112.67030303030302,0.3066623762951595,-0.2590290152423969,-1.2609899598185161
2012-10-02,98.345,100.2,103.975,112.0,155.55,112.77015151515153,0.30131929356541076,-0.19992838986446176,-1.2259736942844064
2012-10-03,98.1025,100.375,103.975,112.0,154.64999999999998,112.61707317073169,0.30390745693713395,-0.15078052204373646,-1.1913859457088058
2012-10-04,98.2,100.4,103.6,111.5,154.7,112.49311926605505,0.2863795534455089,-0.11118246693586957,-1.1561100941315336
2012-10-05,98.23,100.25,103.9,111.175,154.7,112.54709480122325,0.2772275507444598,-0.07127487260209817,-1.1211554303737628
2012-10-08,98.125,100.3125,103.85,111.425,154.75,112.47070552147238,0.3520299859395956,-0.026303328970698876,-1.0839546975199197
2012-10-09,98.4,100.3125,103.85,110.95,154.75,112.28021472392639,0.5323230706664954,0.02565752458355487,-1.0432465165418139
2012-10-11,98.1025,100.33749999999999,103.5,110.85,154.84999999999997,112.12685185185185,0.7374304464370202,0.0824621598504546,-0.9982136807697096
2012-10-12,98.005,100.275,103.5,110.0,154.89999999999998,111.94860681114551,0.6681514621614092,0.13145029774992428,-0.9525367001232542
2012-10-15,97.645,100.2,103.0,109.95,154.89999999999998,111.78684210526313,0.5975151866989925,0.17869537314677988,-0.9076329277162412
2012-10-16,97.555,100.125,103.0,109.975,154.89999999999998,111.87074303405572,0.5773006487202316,0.2274729990339091,-0.8611946435600153
2012-10-17,97.62249999999999,100.1125,103.3,109.975,153.84999999999997,111.7995341614907,0.5573372869194336,0.2760490213454585,-0.8146407698578811
2012-10-18,97.84,100.3,103.0,109.9,153.40000000000003,111.73876923076925,0.6209248439791089,0.3157719912304525,-0.7665714258584514
2012-10-19,98.0075,100.3875,103.0,110.0,153.5499999999999,111.79320987654322,0.6395135076593821,0.35595916697317553,-0.7204730802557031
2012-10-22,97.9225,100.1875,103.0,109.9,153.5499999999999,111.67685185185186,0.630782646801016,0.3906604546563112,-0.6765207656949453
2012-10-23,98.005,100.125,103.0,109.675,153.69999999999993,111.52832817337459,0.569450530110778,0.4238097392814689,-0.6334338532029415
2012-10-24,98.22,100.125,103.0,109.5,153.79999999999995,111.41780185758513,0.5619145466980191,0.44800372331407506,-0.591606865478364
2012-10-25,98.2,100.07499999999999,103.0,109.0,154.89999999999998,111.31780185758514,0.4723059166644973,0.4686073849505421,-0.5501686190707511
2012-10-26,98.0025,100.0,102.5,108.0,153.89999999999998,110.89394409937887,0.349563203873268,0.4813408105031131,-0.5113145017818891
2012-10-29,97.83749999999999,100.0,102.275,107.32499999999999,151.84999999999997,110.61805555555556,0.22590508487615357,0.4783972299596536,-0.47591596885854603
2012-10-30,97.83749999999999,100.0,102.475,108.0,151.84999999999997,110.55864197530865,0.2002905185536382,0.4730786370725776,-0.4400097421408263
2012-10-31,98.0,100.0,102.42500000000001,108.0,150.84249999999997,110.11651234567901,0.014168066353672517,0.4587210757119907,-0.4070512836976927
2012-11-01,98.0,100.0,102.5,108.0,153.0,110.2702492211838,0.10726864604581222,0.4488891351674247,-0.37178478714616003
2012-11-02,98.2875,100.0,102.5,108.0,150.0525,110.31046875,0.15238990599254698,0.44218965279477657,-0.337449035960188
2012-11-05,97.81,100.0,102.35,108.0,149.61499999999992,110.06335403726706,0.08143644979429757,0.4324000977472684,-0.30402759651249395
2012-11-06,98.0025,100.0,102.45,108.0,149.61499999999992,110.15201863354037,0.1461746064566332,0.4221073287731203,-0.2687651602196576
2012-11-08,98.0,100.0,102.375,108.0,152.0,110.25885093167703,0.12896666971051543,0.4019395087253213,-0.23428726574760447
2012-11-09,98.1,100.0,102.5,108.0,152.0,110.38012422360246,0.1554154625270178,0.3728387595298212,-0.20081281817684368
2012-11-13,98.095,100.0,102.475,108.0,152.0,109.98578124999999,0.023076506780586988,0.3405850117607801,-0.16910625791880418
2012-11-14,97.89500000000001,100.0,102.45,107.55000000000001,152.0,109.97390624999998,-0.023585383680284604,0.30952998324181624,-0.13862254356414622
2012-11-15,98.14250000000001,100.0,102.4,107.625,152.0,109.96046874999999,-0.06519928494755514,0.2774049865584269,-0.11003958187827932
2012-11-16,98.14250000000001,100.0,102.42500000000001,107.92500000000001,143.34750000000008,109.87546875000001,-0.07941311026579138,0.24556746669916563,-0.0836521605569523
2012-11-19,98.1,100.0,102.4,107.7,143.69499999999977,109.841065830721,-0.102802620058966,0.20938109349726192,-0.06285924949402713
2012-11-20,98.1,100.0,102.275,107.25,144.04249999999985,109.60172955974845,-0.16857051908833248,0.16897689215987616,-0.045765783347933874
2012-11-21,98.0,100.0,102.275,107.175,144.04249999999985,109.49732704402516,-0.17521729660708912,0.1286768949894709,-0.0312907588669475
2012-11-22,97.9625,100.0,102.32499999999999,107.07499999999999,144.04249999999985,109.48490566037738,-0.23690019934659504,0.08835935851660226,-0.01587323890290082
2012-11-23,98.1425,100.0,102.32499999999999,107.2,144.04249999999985,109.6067610062893,-0.20570926684083088,0.049978167839659755,-0.0014920171178826856
2012-11-26,98.12,100.0,102.45,107.2,144.38999999999993,109.72649842271294,-0.18462382347747716,0.017131680832561034,0.012478138143536172
2012-11-27,98.12,100.0,102.45,107.95,144.38999999999993,109.7376971608833,-0.1608281870273655,-0.008387888712470643,0.026995267512379927
2012-11-28,98.12,100.0,102.35,108.0,144.38999999999993,109.77870662460569,-0.0153692103100085,-0.020451603471778747,0.04469064808346817
2012-11-29,98.11250000000001,100.0,102.475,108.0,144.7375,109.93101265822784,0.0030335590698218912,-0.030314451445969566,0.06124505679473705
2012-11-30,98.05,100.0,102.725,108.0,144.7375,110.03132911392406,-0.005261824743812843,-0.03128594600084383,0.07583557994889503
2012-12-03,98.1375,100.07499999999999,102.7,108.5,144.7375,110.10063291139241,0.0292156982832918,-0.035188593388969854,0.08764000657823943
2012-12-04,98.1375,100.07499999999999,102.7,108.5875,144.7375,110.18212025316457,0.07316735852697578,-0.03914972076224841,0.09728582169888618
2012-12-05,98.1375,100.07499999999999,102.725,109.0,144.7375,110.3643987341772,0.117077168455618,-0.03736768482918239,0.10791918010532929
2012-12-07,98.1375,100.0,102.85,108.85,144.7375,110.52025316455695,0.20172658453426784,-0.03459008592530065,0.12040463795904026
2012-12-11,98.09750000000001,100.025,102.8,108.25,142.70749999999998,110.3191082802548,0.2716844983546289,-0.027454194493094986,0.13338094627192706
2012-12-12,98.15,100.19999999999999,102.8,108.85,143.90000000000003,110.39920634920635,0.5451845829575873,-0.007965738471566508,0.14911172696956976
2012-12-13,98.15,100.05,103.0,108.85,143.90000000000003,110.43015873015872,0.6961950503310382,0.025690188705956053,0.16590849940555347
2012-12-14,98.2625,100.07499999999999,102.75,108.8375,145.25,110.43401898734177,0.7558361770997694,0.06466126674495876,0.18429554104451826
2012-12-17,98.13,100.25,102.9,109.0,145.71999999999997,110.59376996805112,0.8760901522516094,0.111725738604917,0.20553457473241765
2012-12-18,98.23,100.25,102.9,109.5,147.67999999999995,110.71932907348243,0.8669950415259989,0.1590461461945065,0.2268875447463769
2012-12-19,98.2,100.075,102.95,109.375,148.77999999999994,110.87914012738854,0.888914255329468,0.20863198996392818,0.2445950248972142
2012-12-20,98.2,100.0625,102.92500000000001,110.0,150.31749999999997,110.84808917197454,0.9124873538833619,0.2626848836125129,0.26254031424852153
2012-12-22,98.2,100.0,103.0,110.0125,150.87249999999997,111.02516025641025,0.9101628141140976,0.31695388914857225,0.2787637462647848
2012-12-24,98.31,100.08749999999999,103.0,110.0,150.87249999999997,111.1213141025641,0.94326729888,0.375962264059902,0.29604378728599107
2012-12-25,98.30000000000001,100.5,103.0,110.0,149.975,111.12395498392284,0.9608852555623931,0.43429199018006326,0.31075796044459936
2012-12-26,98.5,100.5,103.0,110.0,148.8,111.19469453376206,1.0497588049801816,0.49601112160294614,0.32725006246201643
2012-12-27,98.26,100.5,103.0,110.0,148.7,111.0699680511182,1.0396927042137476,0.5560371661650019,0.34299669598521476
2012-12-28,98.3,100.0625,102.975,110.0,147.59499999999989,111.11751592356688,1.0963566568478536,0.6116234595228949,0.3565230286702566
2013-01-02,98.26,100.5,103.0,111.0,147.77999999999992,111.4349840255591,1.2041812335983393,0.6716808432493208,0.3714816762919763
2013-01-03,98.255,100.6,103.05,110.92500000000001,150.89999999999998,111.70288461538462,1.2557054822558085,0.7347292085993018,0.38738811277014956
2013-01-04,98.365,100.6375,103.15,110.97500000000001,151.45,111.77339743589745,1.2890608301227497,0.7977214651912747,0.40380733565657656
2013-01-08,98.455,100.57499999999999,103.2,111.19999999999999,150.89999999999998,111.95448717948719,1.4732814177156155,0.8677271681507067,0.4235890333944116
2013-01-09,98.5,100.7375,103.225,111.275,149.79999999999995,111.89791666666665,1.5212621883730446,0.9379364191465779,0.4443229440215547
2013-01-10,98.3375,100.7375,103.4,112.05,152.89999999999998,112.11907051282051,1.6225123722421082,1.00897570853197,0.4654976504599299
2013-01-11,98.5,100.7,103.32499999999999,112.0,155.0,112.20961538461539,1.8170476820671733,1.0862438677175974,0.48690972731660787
2013-01-14,98.605,100.7,103.525,112.4,154.45,112.32067307692309,1.903265235721053,1.1541479003557706,0.5063403071380084
2013-01-15,98.5,100.7375,103.5,112.1,152.89999999999998,112.40689102564102,1.8532329090885264,1.211999793293645,0.5260916645867937
2013-01-16,98.5,100.75,103.5,112.45,152.89999999999998,112.29519230769233,1.7930581875273555,1.2638608938150242,0.5460173812672664
2013-01-17,98.5,100.6875,103.3,110.05,152.89999999999998,111.73701923076922,1.4867445869959677,1.2943936155522422,0.5611747802385287
2013-01-18,98.5,100.7,103.475,112.0,152.89999999999998,111.90977564102563,1.5199744589477602,1.3270425864233304,0.5772187331056674
2013-01-21,98.5,100.7,103.25,112.0,153.39999999999998,111.97188498402555,1.5579129260079028,1.360492519957252,0.5928352011394806
2013-01-23,98.5,101.0,103.4,112.0,152.59999999999997,111.7406148867314,1.495567099732408,1.3896465072497042,0.6071027610073645
2013-01-24,98.5,100.85,103.5,111.4,152.59999999999997,111.79563106796115,1.53659936957429,1.4209683350227138,0.622199706386919
2013-01-25,98.5,100.9625,103.15,111.0375,152.0,111.73253205128206,1.5392601173115592,1.450767975944292,0.638363199506932
2013-01-28,98.5,101.0,103.25,110.95,152.0,111.7346645367412,1.5378035795785203,1.4796138921450983,0.6546280167216071
2013-01-29,98.5325,101.0,103.4,110.725,153.34999999999997,111.89792993630573,1.5560118769209603,1.5049265457421372,0.6726897827258814
2013-01-30,98.58,101.1,103.7,111.6,155.0,112.0814696485623,1.5672339959047048,1.531303610326685,0.6929842959264054
2013-01-31,98.7375,101.07499999999999,104.0,111.525,154.25,112.07231012658228,1.5419208445290737,1.553581819710746,0.7149178919206207
2013-02-01,98.5375,101.1375,104.0,112.0,155.0,112.2381329113924,1.5930390455397596,1.5730247103078172,0.7381303673703895
2013-02-05,98.5375,101.0,103.9,111.525,154.25,112.35474683544304,1.611247448442389,1.590801808617146,0.7647483570718681
2013-02-18,98.725,101.17500000000001,104.0,111.375,154.3,112.65936507936509,1.666969660505685,1.6096972501362927,0.7907433739795326
2013-02-19,98.725,101.2,104.0,111.75,154.3,112.78603174603174,1.673282802577828,1.6196973193794038,0.8160915889226206
2013-02-20,98.885,101.2,104.15,112.82499999999999,155.0,113.07857142857142,1.7570381546847795,1.6314861176949904,0.8440182840041286
2013-02-21,98.97,101.125,104.2,112.65,155.0,113.01904761904763,1.7300610454208265,1.636863551353926,0.8704163913201985
2013-02-22,99.0,101.07499999999999,104.0,112.0,154.45,112.63990384615383,1.5727342724460593,1.6246478808728704,0.8944791846991242
2013-02-23,99.0,101.125,104.15,112.0,157.0,112.88536977491961,1.5440760072676634,1.606688419450201,0.9176235271114683
2013-02-25,99.0,101.16250000000001,104.225,112.2375,157.65000000000003,113.02661290322581,1.5894312885343755,1.5934983384224934,0.9437294401406982
2013-02-26,99.0,101.05,104.2,112.0,157.7999999999999,113.05744336569579,1.4467669972656205,1.5761837789094069,0.9682353131564632
2013-02-27,99.0,101.2,104.45,111.9,157.65000000000003,113.1759677419355,1.3771550045257501,1.5707042997858958,0.9922745513143515
2013-03-01,99.0,101.15,104.55,112.0,157.7999999999999,113.22055016181228,1.2659528195715317,1.5580032178170844,1.0146973168116404
2013-03-04,99.0,101.15,104.25,112.0,155.19999999999993,113.00501618122976,1.0108907546648551,1.5306521092499321,1.0332588730570373
2013-03-05,99.0,101.2,104.55,112.0,155.7,113.1130293159609,0.9068044648875011,1.5012139775076867,1.0511817894566347
2013-03-06,99.0,101.25,104.6,112.1,158.7,113.4171009771987,0.848123473366316,1.466790182697288,1.0682374689561913
2013-03-07,99.0,101.2,104.5,112.6625,162.64999999999998,113.56103896103897,0.9037277770558061,1.4350135656845002,1.0872479352295648
2013-03-11,99.035,101.1875,105.05,113.025,162.0,113.98668831168831,0.981906564023359,1.4072187149067423,1.1070415324106344
2013-03-12,99.03999999999999,101.2,105.1,112.85,161.19999999999993,113.86957928802588,0.7993858498392273,1.3693874135526556,1.1234416936325795
2013-03-13,99.0,101.2,105.0,112.375,161.55,113.88177419354841,0.6656529378667929,1.32430836065076,1.1372163790474823
2013-03-14,99.0,101.2,105.0,112.3,161.59999999999997,113.83333333333333,0.570075645371235,1.275716100692868,1.1469737933088362
2013-03-15,99.0,101.2,104.85,112.5,161.59999999999997,113.94466019417476,0.5669378717455527,1.2244110420031578,1.1563721985200985
2013-03-19,99.0,101.2,104.8,112.5,161.59999999999997,113.69466019417476,0.4309655393703052,1.1653969465495535,1.1636426545886671
2013-03-20,99.035,101.1875,104.65,111.85,161.64999999999998,113.66493506493508,0.25313679098507025,1.0947053030735225,1.1673746728003636
2013-03-21,99.035,101.15,104.82499999999999,111.9625,162.0,113.84253246753246,0.3828331305209663,1.0301828194706797,1.1725357690002634
2013-03-22,99.0,101.08749999999999,104.525,111.8,161.64999999999998,113.80957792207792,0.4204859309154525,0.9633552082822134,1.1775925817079271
2013-03-25,99.0,101.1875,104.67500000000001,111.9625,161.64999999999998,113.9297077922078,0.41100835232132243,0.8974025736272381,1.1810806111710446
2013-03-27,99.1025,101.1875,104.625,112.1,165.2499999999999,114.1594155844156,0.4744614941713497,0.8424889347135027,1.18446022776799
2013-03-28,99.1,101.16250000000001,104.55,111.9,162.55,114.0725806451613,0.333009301053684,0.7819355994028037,1.180923973069592
2013-03-29,99.1,101.225,104.65,112.57499999999999,162.55,114.33193548387098,0.43256263048347404,0.7240921665002585,1.1765300994054657
2013-04-01,99.045,101.16250000000001,104.35,112.475,162.55,114.41145161290324,0.46768849932981,0.6751382416034681,1.1717276381092998
2013-04-02,99.035,101.275,104.32499999999999,112.4375,162.64999999999998,114.56655844155844,0.49413715701093935,0.6309873492277276,1.1653617548552886
2013-04-03,99.1,101.3875,104.3,113.6125,165.5999999999999,114.8025974025974,0.5099401068632903,0.5931867135923155,1.1594108392775766
2013-04-08,99.0,101.2,104.0,113.4,165.49999999999994,114.4771986970684,0.261304303770942,0.5557073910476198,1.1489506734182677
2013-04-09,99.0,101.05,104.0,112.0,165.49999999999994,114.3767100977199,0.2043153763572984,0.5205829366211097,1.1371478071261667
2013-04-10,99.03,101.075,104.0,113.0,165.49999999999994,114.44413680781759,0.3101435288865383,0.49368393939712074,1.1271474857057078
2013-04-11,99.0,101.16250000000001,104.15,113.75,167.5,114.6998366013072,0.5633561658945915,0.47666535883906,1.120815633489284
2013-04-12,99.0,101.25,104.125,112.5,167.5,114.6733660130719,0.5682795916368185,0.455984010219733,1.1142722057571914
2013-04-15,98.9625,101.2,104.0,112.375,167.5,114.56470588235295,0.44464713247273696,0.4382470743514085,1.1041870112154004
2013-04-16,98.96000000000001,101.2,103.8,112.0,165.8,114.29754098360655,0.2056746586418689,0.41524816039016227,1.0902867104558693
2013-04-17,99.0,101.2,103.85,112.5,165.8,114.51836065573772,0.23140013527564168,0.3983143848853826,1.0758707684296656
2013-04-18,98.96000000000001,101.2,104.0,112.5,165.8,114.64295081967212,0.32441504466196486,0.38618824353120323,1.0612079986140592
2013-04-19,99.0,101.25,104.0,113.85,165.8,114.85245901639344,0.30861077154372824,0.3800705051398744,1.045423086768858
2013-04-22,99.05,101.25,104.05,113.88749999999999,165.84999999999997,115.1861842105263,0.33924119779192996,0.3843757254802174,1.0295927595633443
2013-04-23,98.965,101.2375,104.275,113.625,173.84999999999997,115.26266447368421,0.3097972569289598,0.3807239318006171,1.0102013568835668
2013-04-24,99.05499999999999,101.35,104.6,113.9,171.79999999999995,115.6559405940594,0.44787216354558823,0.38209324343212386,0.9923115231364424
2013-04-25,99.005,101.3,104.4,114.5,172.89999999999998,115.66881188118815,0.48734057318082225,0.38590985447509885,0.9733919931520878
2013-04-26,99.0525,101.42500000000001,104.5,114.375,172.95,115.73741721854306,0.49415306602731723,0.3868944330678972,0.9513437495514234
2013-04-29,99.0525,101.42500000000001,104.5,114.67500000000001,172.95,115.59238410596026,0.39634669447512993,0.39006130273896955,0.926228440530658
2013-04-30,99.10249999999999,101.42500000000001,104.75,113.9875,174.95,115.71059602649008,0.39689582424677095,0.38827796242713436,0.9019561557832955
2013-05-02,99.1,101.25,104.7,113.8625,177.84999999999997,115.79470198675497,0.42428403044057134,0.3861077389826724,0.8791432531651824
2013-05-03,99.1,101.16250000000001,104.5,113.8625,176.89999999999998,115.87715231788077,0.48115283775220236,0.3854585230197356,0.8623833906777864
2013-05-06,99.2,101.4,104.8,114.0,177.0,115.94435215946844,0.47781738968644477,0.3838523871608933,0.8450141061900978
2013-05-07,99.15,101.35,104.95,114.95,176.0,116.0217607973422,0.801154810838964,0.41084491251429445,0.8324014709372821
2013-05-08,99.15,101.5,104.9,114.9,176.0,115.95963455149504,0.6963594381261071,0.43544711560273486,0.8190813432438436
2013-05-09,99.1,101.5,105.0,114.9,178.0,116.0186046511628,0.7612854785985489,0.4580042130883354,0.8061594450609147
2013-05-10,99.3,101.3,105.0,114.9,178.0,116.02159468438538,1.0214879955569958,0.4809108045714556,0.7975299096983387
2013-05-13,99.205,101.1125,104.925,114.0,177.84999999999997,115.8407284768212,1.1088925830362248,0.5079414541414259,0.7903813930893003
2013-05-14,99.2,101.275,105.0,114.0,177.69999999999993,115.88399339933993,1.2073267069832951,0.5460754328669537,0.7845699735903392
2013-05-15,99.2,101.275,104.92500000000001,114.25,179.84999999999997,115.98601973684211,1.2398564069293578,0.5977845202813283,0.7791136804407501
2013-05-16,99.2075,101.2,105.0,114.775,180.0,116.26217105263157,1.2737083575093697,0.6498999313930146,0.7746434723237551
2013-05-17,99.25,101.35,105.0,117.0,181.60000000000002,116.30327868852459,1.2460620428375437,0.6959822813017935,0.7688605222787182
2013-05-20,99.2025,101.5,105.35,117.1625,181.89999999999998,116.52847682119207,1.2740280005431286,0.7442531427517636,0.7632401981470639
